# P(phi|x) [1/rad]: each x column normalized over phi. blank line separates x scans (for surf)
x phi p
0.2550 3.05433 0.05790
0.2550 3.22886 0.03423
0.2550 3.40339 0.02004
0.2550 3.57792 0.01221
0.2550 3.75246 0.00741
0.2550 3.92699 0.00488
0.2550 4.10152 0.00305
0.2550 4.27606 0.00219
0.2550 4.45059 0.00174
0.2550 4.62512 0.00155
0.2550 4.79966 0.00158
0.2550 4.97419 0.00189
0.2550 5.14872 0.00227
0.2550 5.32325 0.00329
0.2550 5.49779 0.00447
0.2550 5.67232 0.00691
0.2550 5.84685 0.01148
0.2550 6.02139 0.02046
0.2550 6.19592 0.03529

0.2650 0.08727 0.05835
0.2650 0.26180 0.09405
0.2650 0.43633 0.14814
0.2650 0.61087 0.21647
0.2650 0.78540 0.29720
0.2650 0.95993 0.38971
0.2650 1.13446 0.47139
0.2650 1.30900 0.54022
0.2650 1.48353 0.57439
0.2650 1.65806 0.57196
0.2650 1.83260 0.53540
0.2650 2.00713 0.46888
0.2650 2.18166 0.38664
0.2650 2.35619 0.29613
0.2650 2.53073 0.21311
0.2650 2.70526 0.14559
0.2650 2.87979 0.09384
0.2650 3.05433 0.05743
0.2650 3.22886 0.03298
0.2650 3.40339 0.01924
0.2650 3.57792 0.01168
0.2650 3.75246 0.00670
0.2650 3.92699 0.00407
0.2650 4.10152 0.00295
0.2650 4.27606 0.00201
0.2650 4.45059 0.00170
0.2650 4.62512 0.00166
0.2650 4.79966 0.00132
0.2650 4.97419 0.00164
0.2650 5.14872 0.00227
0.2650 5.32325 0.00336
0.2650 5.49779 0.00497
0.2650 5.67232 0.00727
0.2650 5.84685 0.01202
0.2650 6.02139 0.02012
0.2650 6.19592 0.03471

0.2750 0.08727 0.05835
0.2750 0.26180 0.09610
0.2750 0.43633 0.14640
0.2750 0.61087 0.21479
0.2750 0.78540 0.29884
0.2750 0.95993 0.38622
0.2750 1.13446 0.46975
0.2750 1.30900 0.53739
0.2750 1.48353 0.57731
0.2750 1.65806 0.57553
0.2750 1.83260 0.53871
0.2750 2.00713 0.47006
0.2750 2.18166 0.38480
0.2750 2.35619 0.29854
0.2750 2.53073 0.21307
0.2750 2.70526 0.14553
0.2750 2.87979 0.09130
0.2750 3.05433 0.05652
0.2750 3.22886 0.03399
0.2750 3.40339 0.01954
0.2750 3.57792 0.01139
0.2750 3.75246 0.00680
0.2750 3.92699 0.00402
0.2750 4.10152 0.00280
0.2750 4.27606 0.00201
0.2750 4.45059 0.00180
0.2750 4.62512 0.00130
0.2750 4.79966 0.00124
0.2750 4.97419 0.00176
0.2750 5.14872 0.00202
0.2750 5.32325 0.00310
0.2750 5.49779 0.00456
0.2750 5.67232 0.00702
0.2750 5.84685 0.01182
0.2750 6.02139 0.02008
0.2750 6.19592 0.03508

0.2850 0.08727 0.05753
0.2850 0.26180 0.09515
0.2850 0.43633 0.14634
0.2850 0.61087 0.21482
0.2850 0.78540 0.29813
0.2850 0.95993 0.38775
0.2850 1.13446 0.47465
0.2850 1.30900 0.54103
0.2850 1.48353 0.57612
0.2850 1.65806 0.57743
0.2850 1.83260 0.53893
0.2850 2.00713 0.47436
0.2850 2.18166 0.38490
0.2850 2.35619 0.29488
0.2850 2.53073 0.21205
0.2850 2.70526 0.14370
0.2850 2.87979 0.09242
0.2850 3.05433 0.05587
0.2850 3.22886 0.03207
0.2850 3.40339 0.01921
0.2850 3.57792 0.01152
0.2850 3.75246 0.00646
0.2850 3.92699 0.00391
0.2850 4.10152 0.00267
0.2850 4.27606 0.00205
0.2850 4.45059 0.00145
0.2850 4.62512 0.00117
0.2850 4.79966 0.00119
0.2850 4.97419 0.00157
0.2850 5.14872 0.00193
0.2850 5.32325 0.00296
0.2850 5.49779 0.00391
0.2850 5.67232 0.00646
0.2850 5.84685 0.01100
0.2850 6.02139 0.01976
0.2850 6.19592 0.03423

0.2950 0.08727 0.05812
0.2950 0.26180 0.09426
0.2950 0.43633 0.14552
0.2950 0.61087 0.21362
0.2950 0.78540 0.29902
0.2950 0.95993 0.38769
0.2950 1.13446 0.47276
0.2950 1.30900 0.54089
0.2950 1.48353 0.57816
0.2950 1.65806 0.57890
0.2950 1.83260 0.54379
0.2950 2.00713 0.46985
0.2950 2.18166 0.38430
0.2950 2.35619 0.29327
0.2950 2.53073 0.21232
0.2950 2.70526 0.14249
0.2950 2.87979 0.09365
0.2950 3.05433 0.05579
0.2950 3.22886 0.03269
0.2950 3.40339 0.01851
0.2950 3.57792 0.01106
0.2950 3.75246 0.00631
0.2950 3.92699 0.00382
0.2950 4.10152 0.00261
0.2950 4.27606 0.00180
0.2950 4.45059 0.00155
0.2950 4.62512 0.00150
0.2950 4.79966 0.00124
0.2950 4.97419 0.00164
0.2950 5.14872 0.00197
0.2950 5.32325 0.00302
0.2950 5.49779 0.00446
0.2950 5.67232 0.00690
0.2950 5.84685 0.01201
0.2950 6.02139 0.01985
0.2950 6.19592 0.03424

0.3050 0.08727 0.05994
0.3050 0.26180 0.09499
0.3050 0.43633 0.14444
0.3050 0.61087 0.21423
0.3050 0.78540 0.29685
0.3050 0.95993 0.38557
0.3050 1.13446 0.47219
0.3050 1.30900 0.54365
0.3050 1.48353 0.57712
0.3050 1.65806 0.57542
0.3050 1.83260 0.54222
0.3050 2.00713 0.47151
0.3050 2.18166 0.38341
0.3050 2.35619 0.29378
0.3050 2.53073 0.21335
0.3050 2.70526 0.14453
0.3050 2.87979 0.09300
0.3050 3.05433 0.05586
0.3050 3.22886 0.03311
0.3050 3.40339 0.01986
0.3050 3.57792 0.01130
0.3050 3.75246 0.00623
0.3050 3.92699 0.00389
0.3050 4.10152 0.00282
0.3050 4.27606 0.00167
0.3050 4.45059 0.00161
0.3050 4.62512 0.00136
0.3050 4.79966 0.00141
0.3050 4.97419 0.00172
0.3050 5.14872 0.00204
0.3050 5.32325 0.00300
0.3050 5.49779 0.00450
0.3050 5.67232 0.00672
0.3050 5.84685 0.01199
0.3050 6.02139 0.02019
0.3050 6.19592 0.03409

0.3150 0.08727 0.05975
0.3150 0.26180 0.09290
0.3150 0.43633 0.14385
0.3150 0.61087 0.21186
0.3150 0.78540 0.29414
0.3150 0.95993 0.38542
0.3150 1.13446 0.47171
0.3150 1.30900 0.54131
0.3150 1.48353 0.58041
0.3150 1.65806 0.57798
0.3150 1.83260 0.54059
0.3150 2.00713 0.47146
0.3150 2.18166 0.38454
0.3150 2.35619 0.29357
0.3150 2.53073 0.21294
0.3150 2.70526 0.14685
0.3150 2.87979 0.09337
0.3150 3.05433 0.05711
0.3150 3.22886 0.03382
0.3150 3.40339 0.01919
0.3150 3.57792 0.01138
0.3150 3.75246 0.00636
0.3150 3.92699 0.00385
0.3150 4.10152 0.00266
0.3150 4.27606 0.00197
0.3150 4.45059 0.00193
0.3150 4.62512 0.00151
0.3150 4.79966 0.00164
0.3150 4.97419 0.00177
0.3150 5.14872 0.00232
0.3150 5.32325 0.00311
0.3150 5.49779 0.00451
0.3150 5.67232 0.00737
0.3150 5.84685 0.01203
0.3150 6.02139 0.02021
0.3150 6.19592 0.03421

0.3250 0.08727 0.05854
0.3250 0.26180 0.09508
0.3250 0.43633 0.14675
0.3250 0.61087 0.21327
0.3250 0.78540 0.29703
0.3250 0.95993 0.38296
0.3250 1.13446 0.46988
0.3250 1.30900 0.54154
0.3250 1.48353 0.57547
0.3250 1.65806 0.57844
0.3250 1.83260 0.54199
0.3250 2.00713 0.46828
0.3250 2.18166 0.38543
0.3250 2.35619 0.29409
0.3250 2.53073 0.21314
0.3250 2.70526 0.14343
0.3250 2.87979 0.09306
0.3250 3.05433 0.05770
0.3250 3.22886 0.03443
0.3250 3.40339 0.01980
0.3250 3.57792 0.01159
0.3250 3.75246 0.00677
0.3250 3.92699 0.00421
0.3250 4.10152 0.00285
0.3250 4.27606 0.00215
0.3250 4.45059 0.00173
0.3250 4.62512 0.00176
0.3250 4.79966 0.00156
0.3250 4.97419 0.00197
0.3250 5.14872 0.00215
0.3250 5.32325 0.00295
0.3250 5.49779 0.00476
0.3250 5.67232 0.00746
0.3250 5.84685 0.01156
0.3250 6.02139 0.02081
0.3250 6.19592 0.03498

0.3350 0.08727 0.05751
0.3350 0.26180 0.09416
0.3350 0.43633 0.14486
0.3350 0.61087 0.21470
0.3350 0.78540 0.29539
0.3350 0.95993 0.38576
0.3350 1.13446 0.47160
0.3350 1.30900 0.54088
0.3350 1.48353 0.57825
0.3350 1.65806 0.57908
0.3350 1.83260 0.54101
0.3350 2.00713 0.47093
0.3350 2.18166 0.38499
0.3350 2.35619 0.29507
0.3350 2.53073 0.21377
0.3350 2.70526 0.14394
0.3350 2.87979 0.09154
0.3350 3.05433 0.05676
0.3350 3.22886 0.03416
0.3350 3.40339 0.01967
0.3350 3.57792 0.01131
0.3350 3.75246 0.00663
0.3350 3.92699 0.00437
0.3350 4.10152 0.00280
0.3350 4.27606 0.00213
0.3350 4.45059 0.00156
0.3350 4.62512 0.00132
0.3350 4.79966 0.00146
0.3350 4.97419 0.00164
0.3350 5.14872 0.00204
0.3350 5.32325 0.00288
0.3350 5.49779 0.00439
0.3350 5.67232 0.00724
0.3350 5.84685 0.01171
0.3350 6.02139 0.02018
0.3350 6.19592 0.03386

0.3450 0.08727 0.05714
0.3450 0.26180 0.09400
0.3450 0.43633 0.14638
0.3450 0.61087 0.21263
0.3450 0.78540 0.29553
0.3450 0.95993 0.38355
0.3450 1.13446 0.47359
0.3450 1.30900 0.54066
0.3450 1.48353 0.57827
0.3450 1.65806 0.57870
0.3450 1.83260 0.54167
0.3450 2.00713 0.47187
0.3450 2.18166 0.38621
0.3450 2.35619 0.29382
0.3450 2.53073 0.21291
0.3450 2.70526 0.14400
0.3450 2.87979 0.09178
0.3450 3.05433 0.05767
0.3450 3.22886 0.03356
0.3450 3.40339 0.01979
0.3450 3.57792 0.01142
0.3450 3.75246 0.00706
0.3450 3.92699 0.00449
0.3450 4.10152 0.00284
0.3450 4.27606 0.00222
0.3450 4.45059 0.00184
0.3450 4.62512 0.00143
0.3450 4.79966 0.00130
0.3450 4.97419 0.00157
0.3450 5.14872 0.00210
0.3450 5.32325 0.00305
0.3450 5.49779 0.00449
0.3450 5.67232 0.00689
0.3450 5.84685 0.01126
0.3450 6.02139 0.01978
0.3450 6.19592 0.03412

0.3550 0.08727 0.05751
0.3550 0.26180 0.09279
0.3550 0.43633 0.14332
0.3550 0.61087 0.21329
0.3550 0.78540 0.29532
0.3550 0.95993 0.38446
0.3550 1.13446 0.46935
0.3550 1.30900 0.54563
0.3550 1.48353 0.58395
0.3550 1.65806 0.57795
0.3550 1.83260 0.54065
0.3550 2.00713 0.47206
0.3550 2.18166 0.38422
0.3550 2.35619 0.29172
0.3550 2.53073 0.21250
0.3550 2.70526 0.14550
0.3550 2.87979 0.09279
0.3550 3.05433 0.05809
0.3550 3.22886 0.03352
0.3550 3.40339 0.01981
0.3550 3.57792 0.01140
0.3550 3.75246 0.00682
0.3550 3.92699 0.00435
0.3550 4.10152 0.00273
0.3550 4.27606 0.00211
0.3550 4.45059 0.00179
0.3550 4.62512 0.00160
0.3550 4.79966 0.00149
0.3550 4.97419 0.00169
0.3550 5.14872 0.00198
0.3550 5.32325 0.00283
0.3550 5.49779 0.00438
0.3550 5.67232 0.00688
0.3550 5.84685 0.01146
0.3550 6.02139 0.02028
0.3550 6.19592 0.03336

0.3650 0.08727 0.05658
0.3650 0.26180 0.09369
0.3650 0.43633 0.14467
0.3650 0.61087 0.21178
0.3650 0.78540 0.29532
0.3650 0.95993 0.38661
0.3650 1.13446 0.47049
0.3650 1.30900 0.54317
0.3650 1.48353 0.57989
0.3650 1.65806 0.57813
0.3650 1.83260 0.54294
0.3650 2.00713 0.47164
0.3650 2.18166 0.38237
0.3650 2.35619 0.29413
0.3650 2.53073 0.21307
0.3650 2.70526 0.14427
0.3650 2.87979 0.09219
0.3650 3.05433 0.05742
0.3650 3.22886 0.03380
0.3650 3.40339 0.01988
0.3650 3.57792 0.01216
0.3650 3.75246 0.00695
0.3650 3.92699 0.00420
0.3650 4.10152 0.00294
0.3650 4.27606 0.00213
0.3650 4.45059 0.00188
0.3650 4.62512 0.00155
0.3650 4.79966 0.00146
0.3650 4.97419 0.00167
0.3650 5.14872 0.00189
0.3650 5.32325 0.00275
0.3650 5.49779 0.00435
0.3650 5.67232 0.00707
0.3650 5.84685 0.01171
0.3650 6.02139 0.01987
0.3650 6.19592 0.03494

0.3750 0.08727 0.05727
0.3750 0.26180 0.09341
0.3750 0.43633 0.14506
0.3750 0.61087 0.21317
0.3750 0.78540 0.29526
0.3750 0.95993 0.38387
0.3750 1.13446 0.47078
0.3750 1.30900 0.53930
0.3750 1.48353 0.57680
0.3750 1.65806 0.57842
0.3750 1.83260 0.53907
0.3750 2.00713 0.47012
0.3750 2.18166 0.38567
0.3750 2.35619 0.29850
0.3750 2.53073 0.21552
0.3750 2.70526 0.14598
0.3750 2.87979 0.09415
0.3750 3.05433 0.05742
0.3750 3.22886 0.03436
0.3750 3.40339 0.02001
0.3750 3.57792 0.01215
0.3750 3.75246 0.00690
0.3750 3.92699 0.00404
0.3750 4.10152 0.00287
0.3750 4.27606 0.00204
0.3750 4.45059 0.00165
0.3750 4.62512 0.00142
0.3750 4.79966 0.00136
0.3750 4.97419 0.00155
0.3750 5.14872 0.00210
0.3750 5.32325 0.00273
0.3750 5.49779 0.00434
0.3750 5.67232 0.00694
0.3750 5.84685 0.01124
0.3750 6.02139 0.01967
0.3750 6.19592 0.03443

0.3850 0.08727 0.05757
0.3850 0.26180 0.09293
0.3850 0.43633 0.14407
0.3850 0.61087 0.21128
0.3850 0.78540 0.29417
0.3850 0.95993 0.38720
0.3850 1.13446 0.47164
0.3850 1.30900 0.54041
0.3850 1.48353 0.57717
0.3850 1.65806 0.57678
0.3850 1.83260 0.54003
0.3850 2.00713 0.47016
0.3850 2.18166 0.38380
0.3850 2.35619 0.29637
0.3850 2.53073 0.21613
0.3850 2.70526 0.14668
0.3850 2.87979 0.09436
0.3850 3.05433 0.05826
0.3850 3.22886 0.03471
0.3850 3.40339 0.01976
0.3850 3.57792 0.01141
0.3850 3.75246 0.00696
0.3850 3.92699 0.00447
0.3850 4.10152 0.00267
0.3850 4.27606 0.00211
0.3850 4.45059 0.00179
0.3850 4.62512 0.00145
0.3850 4.79966 0.00130
0.3850 4.97419 0.00145
0.3850 5.14872 0.00197
0.3850 5.32325 0.00294
0.3850 5.49779 0.00443
0.3850 5.67232 0.00732
0.3850 5.84685 0.01174
0.3850 6.02139 0.01997
0.3850 6.19592 0.03414

0.3950 0.08727 0.05785
0.3950 0.26180 0.09320
0.3950 0.43633 0.14541
0.3950 0.61087 0.21338
0.3950 0.78540 0.29637
0.3950 0.95993 0.38828
0.3950 1.13446 0.47330
0.3950 1.30900 0.53978
0.3950 1.48353 0.57342
0.3950 1.65806 0.57489
0.3950 1.83260 0.53819
0.3950 2.00713 0.47200
0.3950 2.18166 0.38548
0.3950 2.35619 0.29507
0.3950 2.53073 0.21366
0.3950 2.70526 0.14685
0.3950 2.87979 0.09407
0.3950 3.05433 0.05803
0.3950 3.22886 0.03439
0.3950 3.40339 0.01987
0.3950 3.57792 0.01137
0.3950 3.75246 0.00685
0.3950 3.92699 0.00444
0.3950 4.10152 0.00281
0.3950 4.27606 0.00199
0.3950 4.45059 0.00184
0.3950 4.62512 0.00143
0.3950 4.79966 0.00161
0.3950 4.97419 0.00147
0.3950 5.14872 0.00193
0.3950 5.32325 0.00275
0.3950 5.49779 0.00418
0.3950 5.67232 0.00694
0.3950 5.84685 0.01199
0.3950 6.02139 0.02038
0.3950 6.19592 0.03409

0.4050 0.08727 0.05809
0.4050 0.26180 0.09323
0.4050 0.43633 0.14456
0.4050 0.61087 0.21363
0.4050 0.78540 0.29539
0.4050 0.95993 0.38686
0.4050 1.13446 0.47078
0.4050 1.30900 0.54211
0.4050 1.48353 0.57524
0.4050 1.65806 0.57433
0.4050 1.83260 0.53999
0.4050 2.00713 0.47176
0.4050 2.18166 0.38389
0.4050 2.35619 0.29472
0.4050 2.53073 0.21333
0.4050 2.70526 0.14580
0.4050 2.87979 0.09432
0.4050 3.05433 0.05783
0.4050 3.22886 0.03484
0.4050 3.40339 0.02062
0.4050 3.57792 0.01177
0.4050 3.75246 0.00699
0.4050 3.92699 0.00441
0.4050 4.10152 0.00312
0.4050 4.27606 0.00232
0.4050 4.45059 0.00170
0.4050 4.62512 0.00154
0.4050 4.79966 0.00154
0.4050 4.97419 0.00173
0.4050 5.14872 0.00213
0.4050 5.32325 0.00296
0.4050 5.49779 0.00460
0.4050 5.67232 0.00721
0.4050 5.84685 0.01196
0.4050 6.02139 0.02056
0.4050 6.19592 0.03371

0.4150 0.08727 0.05756
0.4150 0.26180 0.09304
0.4150 0.43633 0.14486
0.4150 0.61087 0.21209
0.4150 0.78540 0.29350
0.4150 0.95993 0.38517
0.4150 1.13446 0.46950
0.4150 1.30900 0.54110
0.4150 1.48353 0.57624
0.4150 1.65806 0.57624
0.4150 1.83260 0.54266
0.4150 2.00713 0.47289
0.4150 2.18166 0.38697
0.4150 2.35619 0.29615
0.4150 2.53073 0.21432
0.4150 2.70526 0.14374
0.4150 2.87979 0.09325
0.4150 3.05433 0.05762
0.4150 3.22886 0.03402
0.4150 3.40339 0.02029
0.4150 3.57792 0.01198
0.4150 3.75246 0.00690
0.4150 3.92699 0.00453
0.4150 4.10152 0.00291
0.4150 4.27606 0.00215
0.4150 4.45059 0.00162
0.4150 4.62512 0.00142
0.4150 4.79966 0.00150
0.4150 4.97419 0.00182
0.4150 5.14872 0.00225
0.4150 5.32325 0.00311
0.4150 5.49779 0.00447
0.4150 5.67232 0.00713
0.4150 5.84685 0.01208
0.4150 6.02139 0.02023
0.4150 6.19592 0.03430

0.4250 0.08727 0.05723
0.4250 0.26180 0.09414
0.4250 0.43633 0.14488
0.4250 0.61087 0.21225
0.4250 0.78540 0.29634
0.4250 0.95993 0.38399
0.4250 1.13446 0.47169
0.4250 1.30900 0.54122
0.4250 1.48353 0.57652
0.4250 1.65806 0.57588
0.4250 1.83260 0.53821
0.4250 2.00713 0.47453
0.4250 2.18166 0.38795
0.4250 2.35619 0.29666
0.4250 2.53073 0.21268
0.4250 2.70526 0.14388
0.4250 2.87979 0.09303
0.4250 3.05433 0.05739
0.4250 3.22886 0.03404
0.4250 3.40339 0.02018
0.4250 3.57792 0.01149
0.4250 3.75246 0.00701
0.4250 3.92699 0.00442
0.4250 4.10152 0.00280
0.4250 4.27606 0.00228
0.4250 4.45059 0.00182
0.4250 4.62512 0.00135
0.4250 4.79966 0.00149
0.4250 4.97419 0.00157
0.4250 5.14872 0.00231
0.4250 5.32325 0.00290
0.4250 5.49779 0.00444
0.4250 5.67232 0.00702
0.4250 5.84685 0.01146
0.4250 6.02139 0.02015
0.4250 6.19592 0.03437

0.4350 0.08727 0.05728
0.4350 0.26180 0.09381
0.4350 0.43633 0.14512
0.4350 0.61087 0.21296
0.4350 0.78540 0.29502
0.4350 0.95993 0.38439
0.4350 1.13446 0.46964
0.4350 1.30900 0.54140
0.4350 1.48353 0.57599
0.4350 1.65806 0.57435
0.4350 1.83260 0.53961
0.4350 2.00713 0.47365
0.4350 2.18166 0.38705
0.4350 2.35619 0.29699
0.4350 2.53073 0.21378
0.4350 2.70526 0.14614
0.4350 2.87979 0.09390
0.4350 3.05433 0.05686
0.4350 3.22886 0.03403
0.4350 3.40339 0.02001
0.4350 3.57792 0.01166
0.4350 3.75246 0.00682
0.4350 3.92699 0.00433
0.4350 4.10152 0.00297
0.4350 4.27606 0.00211
0.4350 4.45059 0.00178
0.4350 4.62512 0.00160
0.4350 4.79966 0.00160
0.4350 4.97419 0.00175
0.4350 5.14872 0.00214
0.4350 5.32325 0.00301
0.4350 5.49779 0.00451
0.4350 5.67232 0.00740
0.4350 5.84685 0.01186
0.4350 6.02139 0.01986
0.4350 6.19592 0.03420

0.4450 0.08727 0.05745
0.4450 0.26180 0.09408
0.4450 0.43633 0.14483
0.4450 0.61087 0.21411
0.4450 0.78540 0.29568
0.4450 0.95993 0.38496
0.4450 1.13446 0.47101
0.4450 1.30900 0.53825
0.4450 1.48353 0.57529
0.4450 1.65806 0.57447
0.4450 1.83260 0.54075
0.4450 2.00713 0.47314
0.4450 2.18166 0.38758
0.4450 2.35619 0.29652
0.4450 2.53073 0.21402
0.4450 2.70526 0.14440
0.4450 2.87979 0.09422
0.4450 3.05433 0.05796
0.4450 3.22886 0.03458
0.4450 3.40339 0.01953
0.4450 3.57792 0.01139
0.4450 3.75246 0.00701
0.4450 3.92699 0.00436
0.4450 4.10152 0.00294
0.4450 4.27606 0.00212
0.4450 4.45059 0.00165
0.4450 4.62512 0.00158
0.4450 4.79966 0.00145
0.4450 4.97419 0.00176
0.4450 5.14872 0.00222
0.4450 5.32325 0.00296
0.4450 5.49779 0.00452
0.4450 5.67232 0.00704
0.4450 5.84685 0.01190
0.4450 6.02139 0.01999
0.4450 6.19592 0.03387

0.4550 0.08727 0.05768
0.4550 0.26180 0.09339
0.4550 0.43633 0.14621
0.4550 0.61087 0.21337
0.4550 0.78540 0.29854
0.4550 0.95993 0.38619
0.4550 1.13446 0.47374
0.4550 1.30900 0.53953
0.4550 1.48353 0.57364
0.4550 1.65806 0.57416
0.4550 1.83260 0.54079
0.4550 2.00713 0.47090
0.4550 2.18166 0.38594
0.4550 2.35619 0.29533
0.4550 2.53073 0.21460
0.4550 2.70526 0.14504
0.4550 2.87979 0.09429
0.4550 3.05433 0.05705
0.4550 3.22886 0.03388
0.4550 3.40339 0.01994
0.4550 3.57792 0.01139
0.4550 3.75246 0.00681
0.4550 3.92699 0.00426
0.4550 4.10152 0.00269
0.4550 4.27606 0.00218
0.4550 4.45059 0.00158
0.4550 4.62512 0.00144
0.4550 4.79966 0.00158
0.4550 4.97419 0.00168
0.4550 5.14872 0.00212
0.4550 5.32325 0.00285
0.4550 5.49779 0.00438
0.4550 5.67232 0.00709
0.4550 5.84685 0.01140
0.4550 6.02139 0.01991
0.4550 6.19592 0.03400

0.4650 0.08727 0.05712
0.4650 0.26180 0.09358
0.4650 0.43633 0.14403
0.4650 0.61087 0.21356
0.4650 0.78540 0.29771
0.4650 0.95993 0.38802
0.4650 1.13446 0.47121
0.4650 1.30900 0.54162
0.4650 1.48353 0.57570
0.4650 1.65806 0.57489
0.4650 1.83260 0.53841
0.4650 2.00713 0.47374
0.4650 2.18166 0.38629
0.4650 2.35619 0.29377
0.4650 2.53073 0.21429
0.4650 2.70526 0.14546
0.4650 2.87979 0.09410
0.4650 3.05433 0.05673
0.4650 3.22886 0.03414
0.4650 3.40339 0.01951
0.4650 3.57792 0.01165
0.4650 3.75246 0.00679
0.4650 3.92699 0.00414
0.4650 4.10152 0.00268
0.4650 4.27606 0.00210
0.4650 4.45059 0.00152
0.4650 4.62512 0.00140
0.4650 4.79966 0.00138
0.4650 4.97419 0.00165
0.4650 5.14872 0.00209
0.4650 5.32325 0.00308
0.4650 5.49779 0.00449
0.4650 5.67232 0.00706
0.4650 5.84685 0.01166
0.4650 6.02139 0.01987
0.4650 6.19592 0.03413

0.4750 0.08727 0.05679
0.4750 0.26180 0.09327
0.4750 0.43633 0.14472
0.4750 0.61087 0.21320
0.4750 0.78540 0.29673
0.4750 0.95993 0.38518
0.4750 1.13446 0.47158
0.4750 1.30900 0.54243
0.4750 1.48353 0.57470
0.4750 1.65806 0.57574
0.4750 1.83260 0.54101
0.4750 2.00713 0.47215
0.4750 2.18166 0.38719
0.4750 2.35619 0.29748
0.4750 2.53073 0.21335
0.4750 2.70526 0.14455
0.4750 2.87979 0.09372
0.4750 3.05433 0.05699
0.4750 3.22886 0.03331
0.4750 3.40339 0.01950
0.4750 3.57792 0.01141
0.4750 3.75246 0.00681
0.4750 3.92699 0.00413
0.4750 4.10152 0.00274
0.4750 4.27606 0.00212
0.4750 4.45059 0.00173
0.4750 4.62512 0.00147
0.4750 4.79966 0.00158
0.4750 4.97419 0.00166
0.4750 5.14872 0.00210
0.4750 5.32325 0.00304
0.4750 5.49779 0.00445
0.4750 5.67232 0.00721
0.4750 5.84685 0.01162
0.4750 6.02139 0.01975
0.4750 6.19592 0.03416

0.4850 0.08727 0.05713
0.4850 0.26180 0.09295
0.4850 0.43633 0.14485
0.4850 0.61087 0.21184
0.4850 0.78540 0.29635
0.4850 0.95993 0.38439
0.4850 1.13446 0.47098
0.4850 1.30900 0.54177
0.4850 1.48353 0.57677
0.4850 1.65806 0.57636
0.4850 1.83260 0.54127
0.4850 2.00713 0.47418
0.4850 2.18166 0.38555
0.4850 2.35619 0.29680
0.4850 2.53073 0.21408
0.4850 2.70526 0.14394
0.4850 2.87979 0.09238
0.4850 3.05433 0.05708
0.4850 3.22886 0.03391
0.4850 3.40339 0.01982
0.4850 3.57792 0.01167
0.4850 3.75246 0.00696
0.4850 3.92699 0.00414
0.4850 4.10152 0.00275
0.4850 4.27606 0.00202
0.4850 4.45059 0.00177
0.4850 4.62512 0.00157
0.4850 4.79966 0.00156
0.4850 4.97419 0.00183
0.4850 5.14872 0.00221
0.4850 5.32325 0.00289
0.4850 5.49779 0.00421
0.4850 5.67232 0.00711
0.4850 5.84685 0.01193
0.4850 6.02139 0.02007
0.4850 6.19592 0.03449

0.4950 0.08727 0.05637
0.4950 0.26180 0.09209
0.4950 0.43633 0.14496
0.4950 0.61087 0.21240
0.4950 0.78540 0.29560
0.4950 0.95993 0.38637
0.4950 1.13446 0.47362
0.4950 1.30900 0.54105
0.4950 1.48353 0.57677
0.4950 1.65806 0.57679
0.4950 1.83260 0.54133
0.4950 2.00713 0.47295
0.4950 2.18166 0.38572
0.4950 2.35619 0.29658
0.4950 2.53073 0.21302
0.4950 2.70526 0.14419
0.4950 2.87979 0.09320
0.4950 3.05433 0.05682
0.4950 3.22886 0.03366
0.4950 3.40339 0.01989
0.4950 3.57792 0.01185
0.4950 3.75246 0.00713
0.4950 3.92699 0.00426
0.4950 4.10152 0.00276
0.4950 4.27606 0.00212
0.4950 4.45059 0.00167
0.4950 4.62512 0.00152
0.4950 4.79966 0.00158
0.4950 4.97419 0.00176
0.4950 5.14872 0.00209
0.4950 5.32325 0.00297
0.4950 5.49779 0.00427
0.4950 5.67232 0.00723
0.4950 5.84685 0.01170
0.4950 6.02139 0.01980
0.4950 6.19592 0.03350

0.5050 0.08727 0.05692
0.5050 0.26180 0.09194
0.5050 0.43633 0.14375
0.5050 0.61087 0.21158
0.5050 0.78540 0.29490
0.5050 0.95993 0.38425
0.5050 1.13446 0.47255
0.5050 1.30900 0.54054
0.5050 1.48353 0.57790
0.5050 1.65806 0.57723
0.5050 1.83260 0.54219
0.5050 2.00713 0.47434
0.5050 2.18166 0.38648
0.5050 2.35619 0.29702
0.5050 2.53073 0.21413
0.5050 2.70526 0.14513
0.5050 2.87979 0.09313
0.5050 3.05433 0.05672
0.5050 3.22886 0.03380
0.5050 3.40339 0.01992
0.5050 3.57792 0.01152
0.5050 3.75246 0.00715
0.5050 3.92699 0.00433
0.5050 4.10152 0.00290
0.5050 4.27606 0.00220
0.5050 4.45059 0.00168
0.5050 4.62512 0.00151
0.5050 4.79966 0.00153
0.5050 4.97419 0.00162
0.5050 5.14872 0.00205
0.5050 5.32325 0.00287
0.5050 5.49779 0.00430
0.5050 5.67232 0.00703
0.5050 5.84685 0.01157
0.5050 6.02139 0.01956
0.5050 6.19592 0.03340

0.5150 0.08727 0.05637
0.5150 0.26180 0.09279
0.5150 0.43633 0.14368
0.5150 0.61087 0.21223
0.5150 0.78540 0.29384
0.5150 0.95993 0.38538
0.5150 1.13446 0.47322
0.5150 1.30900 0.54145
0.5150 1.48353 0.57737
