# P(phi|x) [1/rad]: each x column normalized over phi. blank line separates x scans (for surf)
x phi p
0.2550 4.62512 0.00000
0.2550 4.79966 0.00000
0.2550 4.97419 0.00000
0.2550 5.14872 0.00002
0.2550 5.32325 0.00000
0.2550 5.49779 0.00009
0.2550 5.67232 0.00140
0.2550 5.84685 0.02094
0.2550 6.02139 0.16521
0.2550 6.19592 0.60007

0.2650 0.08727 0.98035
0.2650 0.26180 0.69434
0.2650 0.43633 0.23432
0.2650 0.61087 0.04139
0.2650 0.78540 0.00475
0.2650 0.95993 0.00061
0.2650 1.13446 0.00006
0.2650 1.30900 0.00000
0.2650 1.48353 0.00000
0.2650 1.65806 0.00000
0.2650 1.83260 0.00002
0.2650 2.00713 0.00005
0.2650 2.18166 0.00048
0.2650 2.35619 0.00559
0.2650 2.53073 0.04387
0.2650 2.70526 0.24758
0.2650 2.87979 0.76287
0.2650 3.05433 1.06222
0.2650 3.22886 0.65819
0.2650 3.40339 0.17713
0.2650 3.57792 0.02327
0.2650 3.75246 0.00184
0.2650 3.92699 0.00011
0.2650 4.10152 0.00002
0.2650 4.27606 0.00000
0.2650 4.45059 0.00000
0.2650 4.62512 0.00000
0.2650 4.79966 0.00000
0.2650 4.97419 0.00000
0.2650 5.14872 0.00000
0.2650 5.32325 0.00000
0.2650 5.49779 0.00008
0.2650 5.67232 0.00149
0.2650 5.84685 0.02096
0.2650 6.02139 0.16510
0.2650 6.19592 0.60290

0.2750 0.08727 0.98549
0.2750 0.26180 0.70116
0.2750 0.43633 0.23680
0.2750 0.61087 0.04224
0.2750 0.78540 0.00531
0.2750 0.95993 0.00049
0.2750 1.13446 0.00011
0.2750 1.30900 0.00005
0.2750 1.48353 0.00002
0.2750 1.65806 0.00003
0.2750 1.83260 0.00002
0.2750 2.00713 0.00006
0.2750 2.18166 0.00051
0.2750 2.35619 0.00592
0.2750 2.53073 0.04393
0.2750 2.70526 0.24850
0.2750 2.87979 0.74486
0.2750 3.05433 1.05898
0.2750 3.22886 0.65635
0.2750 3.40339 0.17768
0.2750 3.57792 0.02324
0.2750 3.75246 0.00198
0.2750 3.92699 0.00012
0.2750 4.10152 0.00002
0.2750 4.27606 0.00000
0.2750 4.45059 0.00002
0.2750 4.62512 0.00000
0.2750 4.79966 0.00000
0.2750 4.97419 0.00000
0.2750 5.14872 0.00000
0.2750 5.32325 0.00000
0.2750 5.49779 0.00008
0.2750 5.67232 0.00178
0.2750 5.84685 0.02117
0.2750 6.02139 0.16363
0.2750 6.19592 0.60903

0.2850 0.08727 0.98561
0.2850 0.26180 0.69828
0.2850 0.43633 0.23067
0.2850 0.61087 0.04132
0.2850 0.78540 0.00563
0.2850 0.95993 0.00080
0.2850 1.13446 0.00013
0.2850 1.30900 0.00001
0.2850 1.48353 0.00000
0.2850 1.65806 0.00004
0.2850 1.83260 0.00001
0.2850 2.00713 0.00013
0.2850 2.18166 0.00057
0.2850 2.35619 0.00588
0.2850 2.53073 0.04368
0.2850 2.70526 0.24873
0.2850 2.87979 0.74624
0.2850 3.05433 1.06259
0.2850 3.22886 0.65745
0.2850 3.40339 0.18035
0.2850 3.57792 0.02355
0.2850 3.75246 0.00171
0.2850 3.92699 0.00009
0.2850 4.10152 0.00001
0.2850 4.27606 0.00000
0.2850 4.45059 0.00000
0.2850 4.62512 0.00000
0.2850 4.79966 0.00000
0.2850 4.97419 0.00000
0.2850 5.14872 0.00000
0.2850 5.32325 0.00000
0.2850 5.49779 0.00013
0.2850 5.67232 0.00169
0.2850 5.84685 0.02143
0.2850 6.02139 0.16686
0.2850 6.19592 0.60596

0.2950 0.08727 0.98947
0.2950 0.26180 0.70178
0.2950 0.43633 0.23231
0.2950 0.61087 0.04099
0.2950 0.78540 0.00514
0.2950 0.95993 0.00066
0.2950 1.13446 0.00014
0.2950 1.30900 0.00011
0.2950 1.48353 0.00000
0.2950 1.65806 0.00001
0.2950 1.83260 0.00006
0.2950 2.00713 0.00011
0.2950 2.18166 0.00080
0.2950 2.35619 0.00566
0.2950 2.53073 0.04562
0.2950 2.70526 0.25248
0.2950 2.87979 0.74889
0.2950 3.05433 1.05173
0.2950 3.22886 0.64966
0.2950 3.40339 0.17677
0.2950 3.57792 0.02322
0.2950 3.75246 0.00190
0.2950 3.92699 0.00017
0.2950 4.10152 0.00001
0.2950 4.27606 0.00000
0.2950 4.45059 0.00000
0.2950 4.62512 0.00000
0.2950 4.79966 0.00000
0.2950 4.97419 0.00000
0.2950 5.14872 0.00000
0.2950 5.32325 0.00000
0.2950 5.49779 0.00010
0.2950 5.67232 0.00168
0.2950 5.84685 0.02112
0.2950 6.02139 0.16401
0.2950 6.19592 0.61496

0.3050 0.08727 0.99171
0.3050 0.26180 0.70381
0.3050 0.43633 0.23476
0.3050 0.61087 0.04177
0.3050 0.78540 0.00549
0.3050 0.95993 0.00077
0.3050 1.13446 0.00011
0.3050 1.30900 0.00003
0.3050 1.48353 0.00001
0.3050 1.65806 0.00001
0.3050 1.83260 0.00003
0.3050 2.00713 0.00009
0.3050 2.18166 0.00084
0.3050 2.35619 0.00597
0.3050 2.53073 0.04594
0.3050 2.70526 0.25049
0.3050 2.87979 0.74437
0.3050 3.05433 1.05286
0.3050 3.22886 0.64709
0.3050 3.40339 0.17509
0.3050 3.57792 0.02350
0.3050 3.75246 0.00198
0.3050 3.92699 0.00009
0.3050 4.10152 0.00000
0.3050 4.27606 0.00001
0.3050 4.45059 0.00000
0.3050 4.62512 0.00000
0.3050 4.79966 0.00000
0.3050 4.97419 0.00000
0.3050 5.14872 0.00001
0.3050 5.32325 0.00001
0.3050 5.49779 0.00011
0.3050 5.67232 0.00163
0.3050 5.84685 0.02120
0.3050 6.02139 0.16739
0.3050 6.19592 0.61238

0.3150 0.08727 0.99276
0.3150 0.26180 0.70333
0.3150 0.43633 0.23626
0.3150 0.61087 0.04110
0.3150 0.78540 0.00515
0.3150 0.95993 0.00060
0.3150 1.13446 0.00004
0.3150 1.30900 0.00000
0.3150 1.48353 0.00000
0.3150 1.65806 0.00000
0.3150 1.83260 0.00000
0.3150 2.00713 0.00017
0.3150 2.18166 0.00056
0.3150 2.35619 0.00588
0.3150 2.53073 0.04515
0.3150 2.70526 0.25015
0.3150 2.87979 0.74898
0.3150 3.05433 1.05001
0.3150 3.22886 0.64602
0.3150 3.40339 0.17594
0.3150 3.57792 0.02326
0.3150 3.75246 0.00181
0.3150 3.92699 0.00009
0.3150 4.10152 0.00000
0.3150 4.27606 0.00000
0.3150 4.45059 0.00000
0.3150 4.62512 0.00000
0.3150 4.79966 0.00000
0.3150 4.97419 0.00004
0.3150 5.14872 0.00000
0.3150 5.32325 0.00004
0.3150 5.49779 0.00022
0.3150 5.67232 0.00164
0.3150 5.84685 0.02174
0.3150 6.02139 0.16736
0.3150 6.19592 0.61129

0.3250 0.08727 0.99095
0.3250 0.26180 0.70576
0.3250 0.43633 0.23619
0.3250 0.61087 0.04170
0.3250 0.78540 0.00492
0.3250 0.95993 0.00071
0.3250 1.13446 0.00009
0.3250 1.30900 0.00004
0.3250 1.48353 0.00001
0.3250 1.65806 0.00002
0.3250 1.83260 0.00004
0.3250 2.00713 0.00011
0.3250 2.18166 0.00047
0.3250 2.35619 0.00533
0.3250 2.53073 0.04334
0.3250 2.70526 0.24710
0.3250 2.87979 0.74978
0.3250 3.05433 1.05312
0.3250 3.22886 0.64948
0.3250 3.40339 0.17395
0.3250 3.57792 0.02335
0.3250 3.75246 0.00136
0.3250 3.92699 0.00006
0.3250 4.10152 0.00001
0.3250 4.27606 0.00000
0.3250 4.45059 0.00000
0.3250 4.62512 0.00001
0.3250 4.79966 0.00000
0.3250 4.97419 0.00000
0.3250 5.14872 0.00004
0.3250 5.32325 0.00000
0.3250 5.49779 0.00015
0.3250 5.67232 0.00187
0.3250 5.84685 0.02127
0.3250 6.02139 0.16646
0.3250 6.19592 0.61189

0.3350 0.08727 0.98955
0.3350 0.26180 0.70377
0.3350 0.43633 0.23486
0.3350 0.61087 0.04303
0.3350 0.78540 0.00541
0.3350 0.95993 0.00061
0.3350 1.13446 0.00009
0.3350 1.30900 0.00005
0.3350 1.48353 0.00001
0.3350 1.65806 0.00004
0.3350 1.83260 0.00005
0.3350 2.00713 0.00006
0.3350 2.18166 0.00048
0.3350 2.35619 0.00600
0.3350 2.53073 0.04476
0.3350 2.70526 0.25097
0.3350 2.87979 0.74658
0.3350 3.05433 1.05831
0.3350 3.22886 0.64697
0.3350 3.40339 0.17208
0.3350 3.57792 0.02330
0.3350 3.75246 0.00169
0.3350 3.92699 0.00009
0.3350 4.10152 0.00001
0.3350 4.27606 0.00000
0.3350 4.45059 0.00001
0.3350 4.62512 0.00002
0.3350 4.79966 0.00000
0.3350 4.97419 0.00002
0.3350 5.14872 0.00001
0.3350 5.32325 0.00000
0.3350 5.49779 0.00012
0.3350 5.67232 0.00170
0.3350 5.84685 0.02168
0.3350 6.02139 0.16731
0.3350 6.19592 0.60991

0.3450 0.08727 0.99546
0.3450 0.26180 0.70117
0.3450 0.43633 0.23067
0.3450 0.61087 0.04396
0.3450 0.78540 0.00536
0.3450 0.95993 0.00063
0.3450 1.13446 0.00007
0.3450 1.30900 0.00003
0.3450 1.48353 0.00000
0.3450 1.65806 0.00002
0.3450 1.83260 0.00003
0.3450 2.00713 0.00008
0.3450 2.18166 0.00076
0.3450 2.35619 0.00552
0.3450 2.53073 0.04503
0.3450 2.70526 0.24942
0.3450 2.87979 0.74886
0.3450 3.05433 1.05447
0.3450 3.22886 0.64769
0.3450 3.40339 0.17625
0.3450 3.57792 0.02273
0.3450 3.75246 0.00175
0.3450 3.92699 0.00016
0.3450 4.10152 0.00000
0.3450 4.27606 0.00001
0.3450 4.45059 0.00001
0.3450 4.62512 0.00000
0.3450 4.79966 0.00000
0.3450 4.97419 0.00000
0.3450 5.14872 0.00001
0.3450 5.32325 0.00001
0.3450 5.49779 0.00011
0.3450 5.67232 0.00148
0.3450 5.84685 0.02120
0.3450 6.02139 0.16579
0.3450 6.19592 0.61083

0.3550 0.08727 0.99859
0.3550 0.26180 0.70128
0.3550 0.43633 0.23298
0.3550 0.61087 0.04273
0.3550 0.78540 0.00498
0.3550 0.95993 0.00051
0.3550 1.13446 0.00011
0.3550 1.30900 0.00003
0.3550 1.48353 0.00002
0.3550 1.65806 0.00000
0.3550 1.83260 0.00001
0.3550 2.00713 0.00013
0.3550 2.18166 0.00046
0.3550 2.35619 0.00587
0.3550 2.53073 0.04609
0.3550 2.70526 0.24694
0.3550 2.87979 0.74308
0.3550 3.05433 1.05069
0.3550 3.22886 0.65022
0.3550 3.40339 0.17579
0.3550 3.57792 0.02312
0.3550 3.75246 0.00162
0.3550 3.92699 0.00006
0.3550 4.10152 0.00001
0.3550 4.27606 0.00002
0.3550 4.45059 0.00000
0.3550 4.62512 0.00000
0.3550 4.79966 0.00000
0.3550 4.97419 0.00000
0.3550 5.14872 0.00000
0.3550 5.32325 0.00000
0.3550 5.49779 0.00011
0.3550 5.67232 0.00152
0.3550 5.84685 0.02232
0.3550 6.02139 0.16690
0.3550 6.19592 0.61339

0.3650 0.08727 1.00296
0.3650 0.26180 0.70541
0.3650 0.43633 0.23529
0.3650 0.61087 0.04168
0.3650 0.78540 0.00509
0.3650 0.95993 0.00057
0.3650 1.13446 0.00010
0.3650 1.30900 0.00004
0.3650 1.48353 0.00002
0.3650 1.65806 0.00003
0.3650 1.83260 0.00000
0.3650 2.00713 0.00003
0.3650 2.18166 0.00054
0.3650 2.35619 0.00515
0.3650 2.53073 0.04516
0.3650 2.70526 0.24952
0.3650 2.87979 0.73946
0.3650 3.05433 1.05091
0.3650 3.22886 0.64298
0.3650 3.40339 0.17718
0.3650 3.57792 0.02295
0.3650 3.75246 0.00166
0.3650 3.92699 0.00004
0.3650 4.10152 0.00002
0.3650 4.27606 0.00000
0.3650 4.45059 0.00000
0.3650 4.62512 0.00000
0.3650 4.79966 0.00000
0.3650 4.97419 0.00000
0.3650 5.14872 0.00001
0.3650 5.32325 0.00001
0.3650 5.49779 0.00006
0.3650 5.67232 0.00152
0.3650 5.84685 0.02140
0.3650 6.02139 0.16504
0.3650 6.19592 0.61474

0.3750 0.08727 1.00218
0.3750 0.26180 0.71074
0.3750 0.43633 0.23605
0.3750 0.61087 0.04110
0.3750 0.78540 0.00507
0.3750 0.95993 0.00062
0.3750 1.13446 0.00004
0.3750 1.30900 0.00003
0.3750 1.48353 0.00003
0.3750 1.65806 0.00003
0.3750 1.83260 0.00002
0.3750 2.00713 0.00016
0.3750 2.18166 0.00064
0.3750 2.35619 0.00571
0.3750 2.53073 0.04492
0.3750 2.70526 0.24558
0.3750 2.87979 0.73554
0.3750 3.05433 1.05234
0.3750 3.22886 0.64433
0.3750 3.40339 0.17490
0.3750 3.57792 0.02229
0.3750 3.75246 0.00187
0.3750 3.92699 0.00009
0.3750 4.10152 0.00000
0.3750 4.27606 0.00002
0.3750 4.45059 0.00000
0.3750 4.62512 0.00000
0.3750 4.79966 0.00000
0.3750 4.97419 0.00001
0.3750 5.14872 0.00000
0.3750 5.32325 0.00000
0.3750 5.49779 0.00015
0.3750 5.67232 0.00154
0.3750 5.84685 0.02123
0.3750 6.02139 0.16390
0.3750 6.19592 0.61845

0.3850 0.08727 0.99752
0.3850 0.26180 0.71231
0.3850 0.43633 0.23846
0.3850 0.61087 0.04273
0.3850 0.78540 0.00509
0.3850 0.95993 0.00062
0.3850 1.13446 0.00010
0.3850 1.30900 0.00002
0.3850 1.48353 0.00000
0.3850 1.65806 0.00002
0.3850 1.83260 0.00001
0.3850 2.00713 0.00013
0.3850 2.18166 0.00079
0.3850 2.35619 0.00544
0.3850 2.53073 0.04453
0.3850 2.70526 0.24571
0.3850 2.87979 0.73905
0.3850 3.05433 1.04733
0.3850 3.22886 0.64343
0.3850 3.40339 0.17536
0.3850 3.57792 0.02233
0.3850 3.75246 0.00191
0.3850 3.92699 0.00010
0.3850 4.10152 0.00000
0.3850 4.27606 0.00001
0.3850 4.45059 0.00001
0.3850 4.62512 0.00000
0.3850 4.79966 0.00000
0.3850 4.97419 0.00000
0.3850 5.14872 0.00000
0.3850 5.32325 0.00001
0.3850 5.49779 0.00008
0.3850 5.67232 0.00168
0.3850 5.84685 0.02189
0.3850 6.02139 0.16460
0.3850 6.19592 0.61831

0.3950 0.08727 1.00035
0.3950 0.26180 0.71117
0.3950 0.43633 0.23787
0.3950 0.61087 0.04250
0.3950 0.78540 0.00516
0.3950 0.95993 0.00062
0.3950 1.13446 0.00012
0.3950 1.30900 0.00002
0.3950 1.48353 0.00000
0.3950 1.65806 0.00000
0.3950 1.83260 0.00002
0.3950 2.00713 0.00013
0.3950 2.18166 0.00051
0.3950 2.35619 0.00568
0.3950 2.53073 0.04470
0.3950 2.70526 0.24363
0.3950 2.87979 0.73530
0.3950 3.05433 1.04582
0.3950 3.22886 0.64371
0.3950 3.40339 0.17439
0.3950 3.57792 0.02276
0.3950 3.75246 0.00160
0.3950 3.92699 0.00009
0.3950 4.10152 0.00001
0.3950 4.27606 0.00000
0.3950 4.45059 0.00000
0.3950 4.62512 0.00000
0.3950 4.79966 0.00000
0.3950 4.97419 0.00000
0.3950 5.14872 0.00000
0.3950 5.32325 0.00001
0.3950 5.49779 0.00005
0.3950 5.67232 0.00159
0.3950 5.84685 0.02158
0.3950 6.02139 0.16990
0.3950 6.19592 0.62030

0.4050 0.08727 1.01003
0.4050 0.26180 0.71837
0.4050 0.43633 0.23874
0.4050 0.61087 0.04419
0.4050 0.78540 0.00533
0.4050 0.95993 0.00046
0.4050 1.13446 0.00005
0.4050 1.30900 0.00000
0.4050 1.48353 0.00002
0.4050 1.65806 0.00003
0.4050 1.83260 0.00003
0.4050 2.00713 0.00008
0.4050 2.18166 0.00080
0.4050 2.35619 0.00561
0.4050 2.53073 0.04190
0.4050 2.70526 0.24499
0.4050 2.87979 0.73620
0.4050 3.05433 1.03982
0.4050 3.22886 0.63932
0.4050 3.40339 0.17320
0.4050 3.57792 0.02230
0.4050 3.75246 0.00184
0.4050 3.92699 0.00007
0.4050 4.10152 0.00001
0.4050 4.27606 0.00001
0.4050 4.45059 0.00001
0.4050 4.62512 0.00000
0.4050 4.79966 0.00001
0.4050 4.97419 0.00000
0.4050 5.14872 0.00002
0.4050 5.32325 0.00001
0.4050 5.49779 0.00007
0.4050 5.67232 0.00163
0.4050 5.84685 0.02149
0.4050 6.02139 0.16668
0.4050 6.19592 0.61629

0.4150 0.08727 1.01648
0.4150 0.26180 0.71764
0.4150 0.43633 0.23912
0.4150 0.61087 0.04292
0.4150 0.78540 0.00539
0.4150 0.95993 0.00067
0.4150 1.13446 0.00010
0.4150 1.30900 0.00001
0.4150 1.48353 0.00000
0.4150 1.65806 0.00001
0.4150 1.83260 0.00001
0.4150 2.00713 0.00008
0.4150 2.18166 0.00059
0.4150 2.35619 0.00501
0.4150 2.53073 0.04205
0.4150 2.70526 0.24637
0.4150 2.87979 0.73424
0.4150 3.05433 1.03216
0.4150 3.22886 0.64155
0.4150 3.40339 0.17034
0.4150 3.57792 0.02264
0.4150 3.75246 0.00178
0.4150 3.92699 0.00007
0.4150 4.10152 0.00000
0.4150 4.27606 0.00000
0.4150 4.45059 0.00001
0.4150 4.62512 0.00000
0.4150 4.79966 0.00000
0.4150 4.97419 0.00000
0.4150 5.14872 0.00000
0.4150 5.32325 0.00000
0.4150 5.49779 0.00006
0.4150 5.67232 0.00164
0.4150 5.84685 0.02258
0.4150 6.02139 0.16605
0.4150 6.19592 0.62001

0.4250 0.08727 1.01418
0.4250 0.26180 0.71943
0.4250 0.43633 0.23808
0.4250 0.61087 0.04308
0.4250 0.78540 0.00526
0.4250 0.95993 0.00062
0.4250 1.13446 0.00010
0.4250 1.30900 0.00000
0.4250 1.48353 0.00000
0.4250 1.65806 0.00001
0.4250 1.83260 0.00000
0.4250 2.00713 0.00006
0.4250 2.18166 0.00065
0.4250 2.35619 0.00579
0.4250 2.53073 0.04341
0.4250 2.70526 0.24181
0.4250 2.87979 0.72839
0.4250 3.05433 1.03619
0.4250 3.22886 0.63805
0.4250 3.40339 0.17364
0.4250 3.57792 0.02304
0.4250 3.75246 0.00192
0.4250 3.92699 0.00017
0.4250 4.10152 0.00002
0.4250 4.27606 0.00000
0.4250 4.45059 0.00000
0.4250 4.62512 0.00000
0.4250 4.79966 0.00000
0.4250 4.97419 0.00000
0.4250 5.14872 0.00000
0.4250 5.32325 0.00001
0.4250 5.49779 0.00011
0.4250 5.67232 0.00146
0.4250 5.84685 0.02260
0.4250 6.02139 0.16724
0.4250 6.19592 0.62425

0.4350 0.08727 1.01206
0.4350 0.26180 0.71711
0.4350 0.43633 0.23755
0.4350 0.61087 0.04208
0.4350 0.78540 0.00505
0.4350 0.95993 0.00063
0.4350 1.13446 0.00014
0.4350 1.30900 0.00004
0.4350 1.48353 0.00002
0.4350 1.65806 0.00002
0.4350 1.83260 0.00001
0.4350 2.00713 0.00007
0.4350 2.18166 0.00047
0.4350 2.35619 0.00508
0.4350 2.53073 0.04320
0.4350 2.70526 0.24179
0.4350 2.87979 0.73056
0.4350 3.05433 1.03548
0.4350 3.22886 0.64428
0.4350 3.40339 0.17252
0.4350 3.57792 0.02249
0.4350 3.75246 0.00155
0.4350 3.92699 0.00014
0.4350 4.10152 0.00001
0.4350 4.27606 0.00000
0.4350 4.45059 0.00001
0.4350 4.62512 0.00000
0.4350 4.79966 0.00001
0.4350 4.97419 0.00000
0.4350 5.14872 0.00000
0.4350 5.32325 0.00001
0.4350 5.49779 0.00009
0.4350 5.67232 0.00177
0.4350 5.84685 0.02184
0.4350 6.02139 0.16939
0.4350 6.19592 0.62411

0.4450 0.08727 1.00862
0.4450 0.26180 0.71152
0.4450 0.43633 0.23931
0.4450 0.61087 0.04312
0.4450 0.78540 0.00517
0.4450 0.95993 0.00044
0.4450 1.13446 0.00012
0.4450 1.30900 0.00001
0.4450 1.48353 0.00003
0.4450 1.65806 0.00003
0.4450 1.83260 0.00003
0.4450 2.00713 0.00008
0.4450 2.18166 0.00061
0.4450 2.35619 0.00527
0.4450 2.53073 0.04335
0.4450 2.70526 0.24354
0.4450 2.87979 0.73896
0.4450 3.05433 1.03883
0.4450 3.22886 0.64000
0.4450 3.40339 0.17328
0.4450 3.57792 0.02340
0.4450 3.75246 0.00189
0.4450 3.92699 0.00012
0.4450 4.10152 0.00001
0.4450 4.27606 0.00001
0.4450 4.45059 0.00000
0.4450 4.62512 0.00000
0.4450 4.79966 0.00001
0.4450 4.97419 0.00000
0.4450 5.14872 0.00000
0.4450 5.32325 0.00003
0.4450 5.49779 0.00009
0.4450 5.67232 0.00162
0.4450 5.84685 0.02155
0.4450 6.02139 0.16659
0.4450 6.19592 0.62196

0.4550 0.08727 1.00004
0.4550 0.26180 0.71341
0.4550 0.43633 0.23675
0.4550 0.61087 0.04328
0.4550 0.78540 0.00512
0.4550 0.95993 0.00057
0.4550 1.13446 0.00012
0.4550 1.30900 0.00002
0.4550 1.48353 0.00000
0.4550 1.65806 0.00003
0.4550 1.83260 0.00003
0.4550 2.00713 0.00008
0.4550 2.18166 0.00059
0.4550 2.35619 0.00504
0.4550 2.53073 0.04400
0.4550 2.70526 0.24373
0.4550 2.87979 0.74041
0.4550 3.05433 1.04483
0.4550 3.22886 0.64704
0.4550 3.40339 0.17475
0.4550 3.57792 0.02311
0.4550 3.75246 0.00150
0.4550 3.92699 0.00013
0.4550 4.10152 0.00001
0.4550 4.27606 0.00000
0.4550 4.45059 0.00000
0.4550 4.62512 0.00000
0.4550 4.79966 0.00000
0.4550 4.97419 0.00000
0.4550 5.14872 0.00000
0.4550 5.32325 0.00000
0.4550 5.49779 0.00009
0.4550 5.67232 0.00184
0.4550 5.84685 0.02096
0.4550 6.02139 0.16544
0.4550 6.19592 0.61667

0.4650 0.08727 1.00325
0.4650 0.26180 0.71758
0.4650 0.43633 0.23807
0.4650 0.61087 0.04258
0.4650 0.78540 0.00533
0.4650 0.95993 0.00061
0.4650 1.13446 0.00010
0.4650 1.30900 0.00003
0.4650 1.48353 0.00004
0.4650 1.65806 0.00003
0.4650 1.83260 0.00005
0.4650 2.00713 0.00013
0.4650 2.18166 0.00056
0.4650 2.35619 0.00541
0.4650 2.53073 0.04388
0.4650 2.70526 0.24400
0.4650 2.87979 0.73690
0.4650 3.05433 1.04376
0.4650 3.22886 0.64329
0.4650 3.40339 0.17279
0.4650 3.57792 0.02237
0.4650 3.75246 0.00172
0.4650 3.92699 0.00011
0.4650 4.10152 0.00000
0.4650 4.27606 0.00000
0.4650 4.45059 0.00000
0.4650 4.62512 0.00000
0.4650 4.79966 0.00000
0.4650 4.97419 0.00000
0.4650 5.14872 0.00000
0.4650 5.32325 0.00001
0.4650 5.49779 0.00007
0.4650 5.67232 0.00155
0.4650 5.84685 0.02145
0.4650 6.02139 0.16613
0.4650 6.19592 0.61779

0.4750 0.08727 1.00644
0.4750 0.26180 0.71463
0.4750 0.43633 0.23765
0.4750 0.61087 0.04345
0.4750 0.78540 0.00539
0.4750 0.95993 0.00063
0.4750 1.13446 0.00011
0.4750 1.30900 0.00003
0.4750 1.48353 0.00001
0.4750 1.65806 0.00003
0.4750 1.83260 0.00005
0.4750 2.00713 0.00017
0.4750 2.18166 0.00073
0.4750 2.35619 0.00553
0.4750 2.53073 0.04462
0.4750 2.70526 0.24533
0.4750 2.87979 0.73434
0.4750 3.05433 1.03791
0.4750 3.22886 0.64227
0.4750 3.40339 0.17291
0.4750 3.57792 0.02226
0.4750 3.75246 0.00154
0.4750 3.92699 0.00015
0.4750 4.10152 0.00001
0.4750 4.27606 0.00000
0.4750 4.45059 0.00000
0.4750 4.62512 0.00000
0.4750 4.79966 0.00000
0.4750 4.97419 0.00000
0.4750 5.14872 0.00002
0.4750 5.32325 0.00002
0.4750 5.49779 0.00015
0.4750 5.67232 0.00159
0.4750 5.84685 0.02217
0.4750 6.02139 0.16886
0.4750 6.19592 0.62060

0.4850 0.08727 1.00922
0.4850 0.26180 0.71491
0.4850 0.43633 0.23865
0.4850 0.61087 0.04274
0.4850 0.78540 0.00528
0.4850 0.95993 0.00071
0.4850 1.13446 0.00009
0.4850 1.30900 0.00001
0.4850 1.48353 0.00001
0.4850 1.65806 0.00002
0.4850 1.83260 0.00002
0.4850 2.00713 0.00006
0.4850 2.18166 0.00060
0.4850 2.35619 0.00524
0.4850 2.53073 0.04549
0.4850 2.70526 0.24506
0.4850 2.87979 0.73826
0.4850 3.05433 1.03338
0.4850 3.22886 0.63727
0.4850 3.40339 0.17346
0.4850 3.57792 0.02263
0.4850 3.75246 0.00155
0.4850 3.92699 0.00008
0.4850 4.10152 0.00000
0.4850 4.27606 0.00000
0.4850 4.45059 0.00001
0.4850 4.62512 0.00000
0.4850 4.79966 0.00000
0.4850 4.97419 0.00000
0.4850 5.14872 0.00001
0.4850 5.32325 0.00002
0.4850 5.49779 0.00011
0.4850 5.67232 0.00178
0.4850 5.84685 0.02222
0.4850 6.02139 0.16812
0.4850 6.19592 0.62260

0.4950 0.08727 1.01017
0.4950 0.26180 0.71576
0.4950 0.43633 0.24048
0.4950 0.61087 0.04219
0.4950 0.78540 0.00528
0.4950 0.95993 0.00051
0.4950 1.13446 0.00009
0.4950 1.30900 0.00001
0.4950 1.48353 0.00002
0.4950 1.65806 0.00000
0.4950 1.83260 0.00001
0.4950 2.00713 0.00009
0.4950 2.18166 0.00053
0.4950 2.35619 0.00535
0.4950 2.53073 0.04380
0.4950 2.70526 0.24545
0.4950 2.87979 0.73689
0.4950 3.05433 1.03874
0.4950 3.22886 0.63605
0.4950 3.40339 0.17378
0.4950 3.57792 0.02228
0.4950 3.75246 0.00160
0.4950 3.92699 0.00007
0.4950 4.10152 0.00001
0.4950 4.27606 0.00000
0.4950 4.45059 0.00001
0.4950 4.62512 0.00001
0.4950 4.79966 0.00000
0.4950 4.97419 0.00000
0.4950 5.14872 0.00000
0.4950 5.32325 0.00000
0.4950 5.49779 0.00009
0.4950 5.67232 0.00162
0.4950 5.84685 0.02159
0.4950 6.02139 0.16699
0.4950 6.19592 0.62013

0.5050 0.08727 1.00933
0.5050 0.26180 0.71488
0.5050 0.43633 0.23661
0.5050 0.61087 0.04192
0.5050 0.78540 0.00522
0.5050 0.95993 0.00055
0.5050 1.13446 0.00006
0.5050 1.30900 0.00002
0.5050 1.48353 0.00000
0.5050 1.65806 0.00000
0.5050 1.83260 0.00002
0.5050 2.00713 0.00002
0.5050 2.18166 0.00053
0.5050 2.35619 0.00536
0.5050 2.53073 0.04413
0.5050 2.70526 0.24553
0.5050 2.87979 0.73764
0.5050 3.05433 1.03936
0.5050 3.22886 0.64113
0.5050 3.40339 0.17407
0.5050 3.57792 0.02252
0.5050 3.75246 0.00157
0.5050 3.92699 0.00009
0.5050 4.10152 0.00001
0.5050 4.27606 0.00001
0.5050 4.45059 0.00001
0.5050 4.62512 0.00000
0.5050 4.79966 0.00000
0.5050 4.97419 0.00001
0.5050 5.14872 0.00000
0.5050 5.32325 0.00001
0.5050 5.49779 0.00006
0.5050 5.67232 0.00169
0.5050 5.84685 0.02161
0.5050 6.02139 0.16855
0.5050 6.19592 0.61710

0.5150 0.08727 1.00915
0.5150 0.26180 0.71235
0.5150 0.43633 0.23693
0.5150 0.61087 0.04294
0.5150 0.78540 0.00516
0.5150 0.95993 0.00052
0.5150 1.13446 0.00005
0.5150 1.30900 0.00002
0.5150 1.48353 0.00000
0.5150 1.65806 0.00000
0.5150 1.83260 0.00003
0.5150 2.00713 0.00007
0.5150 2.18166 0.00053
0.5150 2.35619 0.00540
0.5150 2.53073 0.04475
0.5150 2.70526 0.24339
0.5150 2.87979 0.73636
0.5150 3.05433 1.04264
