# P(phi|x) [1/rad]: each x column normalized over phi. blank line separates x scans (for surf)
x phi p
0.2550 4.45059 0.00150
0.2550 4.62512 0.00153
0.2550 4.79966 0.00143
0.2550 4.97419 0.00167
0.2550 5.14872 0.00228
0.2550 5.32325 0.00276
0.2550 5.49779 0.00460
0.2550 5.67232 0.00712
0.2550 5.84685 0.01141
0.2550 6.02139 0.02077
0.2550 6.19592 0.03399

0.2650 0.08727 0.06055
0.2650 0.26180 0.09617
0.2650 0.43633 0.15055
0.2650 0.61087 0.21719
0.2650 0.78540 0.29841
0.2650 0.95993 0.38778
0.2650 1.13446 0.47008
0.2650 1.30900 0.52987
0.2650 1.48353 0.56928
0.2650 1.65806 0.56940
0.2650 1.83260 0.53111
0.2650 2.00713 0.46984
0.2650 2.18166 0.38662
0.2650 2.35619 0.30049
0.2650 2.53073 0.21767
0.2650 2.70526 0.14903
0.2650 2.87979 0.09764
0.2650 3.05433 0.05837
0.2650 3.22886 0.03336
0.2650 3.40339 0.01966
0.2650 3.57792 0.01172
0.2650 3.75246 0.00703
0.2650 3.92699 0.00428
0.2650 4.10152 0.00268
0.2650 4.27606 0.00199
0.2650 4.45059 0.00151
0.2650 4.62512 0.00135
0.2650 4.79966 0.00144
0.2650 4.97419 0.00173
0.2650 5.14872 0.00226
0.2650 5.32325 0.00286
0.2650 5.49779 0.00456
0.2650 5.67232 0.00776
0.2650 5.84685 0.01062
0.2650 6.02139 0.02002
0.2650 6.19592 0.03471

0.2750 0.08727 0.05958
0.2750 0.26180 0.09763
0.2750 0.43633 0.14976
0.2750 0.61087 0.21626
0.2750 0.78540 0.29714
0.2750 0.95993 0.38357
0.2750 1.13446 0.46848
0.2750 1.30900 0.53121
0.2750 1.48353 0.56880
0.2750 1.65806 0.57025
0.2750 1.83260 0.53867
0.2750 2.00713 0.47371
0.2750 2.18166 0.38590
0.2750 2.35619 0.29806
0.2750 2.53073 0.21751
0.2750 2.70526 0.14679
0.2750 2.87979 0.09559
0.2750 3.05433 0.05870
0.2750 3.22886 0.03331
0.2750 3.40339 0.02002
0.2750 3.57792 0.01101
0.2750 3.75246 0.00712
0.2750 3.92699 0.00431
0.2750 4.10152 0.00281
0.2750 4.27606 0.00198
0.2750 4.45059 0.00190
0.2750 4.62512 0.00151
0.2750 4.79966 0.00139
0.2750 4.97419 0.00154
0.2750 5.14872 0.00205
0.2750 5.32325 0.00285
0.2750 5.49779 0.00460
0.2750 5.67232 0.00732
0.2750 5.84685 0.01207
0.2750 6.02139 0.02110
0.2750 6.19592 0.03508

0.2850 0.08727 0.05827
0.2850 0.26180 0.09583
0.2850 0.43633 0.14638
0.2850 0.61087 0.21750
0.2850 0.78540 0.29830
0.2850 0.95993 0.38667
0.2850 1.13446 0.47112
0.2850 1.30900 0.53198
0.2850 1.48353 0.57216
0.2850 1.65806 0.56647
0.2850 1.83260 0.53730
0.2850 2.00713 0.47112
0.2850 2.18166 0.38792
0.2850 2.35619 0.29455
0.2850 2.53073 0.21534
0.2850 2.70526 0.14858
0.2850 2.87979 0.09717
0.2850 3.05433 0.05995
0.2850 3.22886 0.03473
0.2850 3.40339 0.02017
0.2850 3.57792 0.01222
0.2850 3.75246 0.00750
0.2850 3.92699 0.00456
0.2850 4.10152 0.00281
0.2850 4.27606 0.00250
0.2850 4.45059 0.00150
0.2850 4.62512 0.00168
0.2850 4.79966 0.00146
0.2850 4.97419 0.00156
0.2850 5.14872 0.00211
0.2850 5.32325 0.00292
0.2850 5.49779 0.00431
0.2850 5.67232 0.00740
0.2850 5.84685 0.01161
0.2850 6.02139 0.02004
0.2850 6.19592 0.03390

0.2950 0.08727 0.05788
0.2950 0.26180 0.09431
0.2950 0.43633 0.14496
0.2950 0.61087 0.21886
0.2950 0.78540 0.29958
0.2950 0.95993 0.38733
0.2950 1.13446 0.46557
0.2950 1.30900 0.53708
0.2950 1.48353 0.56782
0.2950 1.65806 0.56602
0.2950 1.83260 0.53450
0.2950 2.00713 0.47195
0.2950 2.18166 0.38783
0.2950 2.35619 0.30201
0.2950 2.53073 0.21864
0.2950 2.70526 0.14501
0.2950 2.87979 0.09756
0.2950 3.05433 0.05848
0.2950 3.22886 0.03603
0.2950 3.40339 0.02036
0.2950 3.57792 0.01205
0.2950 3.75246 0.00694
0.2950 3.92699 0.00436
0.2950 4.10152 0.00322
0.2950 4.27606 0.00190
0.2950 4.45059 0.00159
0.2950 4.62512 0.00147
0.2950 4.79966 0.00150
0.2950 4.97419 0.00159
0.2950 5.14872 0.00209
0.2950 5.32325 0.00305
0.2950 5.49779 0.00376
0.2950 5.67232 0.00676
0.2950 5.84685 0.01177
0.2950 6.02139 0.02007
0.2950 6.19592 0.03570

0.3050 0.08727 0.05798
0.3050 0.26180 0.09460
0.3050 0.43633 0.14809
0.3050 0.61087 0.22120
0.3050 0.78540 0.29277
0.3050 0.95993 0.38727
0.3050 1.13446 0.47081
0.3050 1.30900 0.53318
0.3050 1.48353 0.57126
0.3050 1.65806 0.57076
0.3050 1.83260 0.53076
0.3050 2.00713 0.46853
0.3050 2.18166 0.38719
0.3050 2.35619 0.29756
0.3050 2.53073 0.22013
0.3050 2.70526 0.14833
0.3050 2.87979 0.09729
0.3050 3.05433 0.05991
0.3050 3.22886 0.03436
0.3050 3.40339 0.02036
0.3050 3.57792 0.01141
0.3050 3.75246 0.00716
0.3050 3.92699 0.00410
0.3050 4.10152 0.00295
0.3050 4.27606 0.00206
0.3050 4.45059 0.00154
0.3050 4.62512 0.00150
0.3050 4.79966 0.00145
0.3050 4.97419 0.00164
0.3050 5.14872 0.00206
0.3050 5.32325 0.00279
0.3050 5.49779 0.00462
0.3050 5.67232 0.00717
0.3050 5.84685 0.01105
0.3050 6.02139 0.01979
0.3050 6.19592 0.03595

0.3150 0.08727 0.05843
0.3150 0.26180 0.09541
0.3150 0.43633 0.14912
0.3150 0.61087 0.21839
0.3150 0.78540 0.29910
0.3150 0.95993 0.38796
0.3150 1.13446 0.46521
0.3150 1.30900 0.53681
0.3150 1.48353 0.56419
0.3150 1.65806 0.56830
0.3150 1.83260 0.53341
0.3150 2.00713 0.47017
0.3150 2.18166 0.39023
0.3150 2.35619 0.29729
0.3150 2.53073 0.21540
0.3150 2.70526 0.14965
0.3150 2.87979 0.09721
0.3150 3.05433 0.05900
0.3150 3.22886 0.03636
0.3150 3.40339 0.02056
0.3150 3.57792 0.01223
0.3150 3.75246 0.00714
0.3150 3.92699 0.00410
0.3150 4.10152 0.00305
0.3150 4.27606 0.00222
0.3150 4.45059 0.00169
0.3150 4.62512 0.00127
0.3150 4.79966 0.00150
0.3150 4.97419 0.00194
0.3150 5.14872 0.00210
0.3150 5.32325 0.00282
0.3150 5.49779 0.00447
0.3150 5.67232 0.00660
0.3150 5.84685 0.01178
0.3150 6.02139 0.02046
0.3150 6.19592 0.03401

0.3250 0.08727 0.05760
0.3250 0.26180 0.09591
0.3250 0.43633 0.14898
0.3250 0.61087 0.21718
0.3250 0.78540 0.29961
0.3250 0.95993 0.38563
0.3250 1.13446 0.47144
0.3250 1.30900 0.53134
0.3250 1.48353 0.56872
0.3250 1.65806 0.56772
0.3250 1.83260 0.53240
0.3250 2.00713 0.46818
0.3250 2.18166 0.38862
0.3250 2.35619 0.29854
0.3250 2.53073 0.21686
0.3250 2.70526 0.14969
0.3250 2.87979 0.09746
0.3250 3.05433 0.05861
0.3250 3.22886 0.03537
0.3250 3.40339 0.02081
0.3250 3.57792 0.01205
0.3250 3.75246 0.00720
0.3250 3.92699 0.00409
0.3250 4.10152 0.00318
0.3250 4.27606 0.00209
0.3250 4.45059 0.00198
0.3250 4.62512 0.00136
0.3250 4.79966 0.00149
0.3250 4.97419 0.00188
0.3250 5.14872 0.00192
0.3250 5.32325 0.00278
0.3250 5.49779 0.00450
0.3250 5.67232 0.00688
0.3250 5.84685 0.01211
0.3250 6.02139 0.02024
0.3250 6.19592 0.03513

0.3350 0.08727 0.05939
0.3350 0.26180 0.09329
0.3350 0.43633 0.14719
0.3350 0.61087 0.21554
0.3350 0.78540 0.29856
0.3350 0.95993 0.38673
0.3350 1.13446 0.47070
0.3350 1.30900 0.53634
0.3350 1.48353 0.56836
0.3350 1.65806 0.56944
0.3350 1.83260 0.53149
0.3350 2.00713 0.46859
0.3350 2.18166 0.38548
0.3350 2.35619 0.30186
0.3350 2.53073 0.21923
0.3350 2.70526 0.14880
0.3350 2.87979 0.09691
0.3350 3.05433 0.05836
0.3350 3.22886 0.03523
0.3350 3.40339 0.01961
0.3350 3.57792 0.01215
0.3350 3.75246 0.00692
0.3350 3.92699 0.00455
0.3350 4.10152 0.00289
0.3350 4.27606 0.00229
0.3350 4.45059 0.00189
0.3350 4.62512 0.00150
0.3350 4.79966 0.00130
0.3350 4.97419 0.00190
0.3350 5.14872 0.00203
0.3350 5.32325 0.00261
0.3350 5.49779 0.00412
0.3350 5.67232 0.00718
0.3350 5.84685 0.01165
0.3350 6.02139 0.02091
0.3350 6.19592 0.03455

0.3450 0.08727 0.05834
0.3450 0.26180 0.09556
0.3450 0.43633 0.14765
0.3450 0.61087 0.21726
0.3450 0.78540 0.29766
0.3450 0.95993 0.38603
0.3450 1.13446 0.47334
0.3450 1.30900 0.53167
0.3450 1.48353 0.57108
0.3450 1.65806 0.57145
0.3450 1.83260 0.53386
0.3450 2.00713 0.46638
0.3450 2.18166 0.38972
0.3450 2.35619 0.29805
0.3450 2.53073 0.21839
0.3450 2.70526 0.14670
0.3450 2.87979 0.09562
0.3450 3.05433 0.05833
0.3450 3.22886 0.03507
0.3450 3.40339 0.02017
0.3450 3.57792 0.01159
0.3450 3.75246 0.00687
0.3450 3.92699 0.00416
0.3450 4.10152 0.00267
0.3450 4.27606 0.00219
0.3450 4.45059 0.00166
0.3450 4.62512 0.00136
0.3450 4.79966 0.00148
0.3450 4.97419 0.00153
0.3450 5.14872 0.00202
0.3450 5.32325 0.00304
0.3450 5.49779 0.00447
0.3450 5.67232 0.00689
0.3450 5.84685 0.01143
0.3450 6.02139 0.02068
0.3450 6.19592 0.03520

0.3550 0.08727 0.05866
0.3550 0.26180 0.09459
0.3550 0.43633 0.14874
0.3550 0.61087 0.21578
0.3550 0.78540 0.29788
0.3550 0.95993 0.38594
0.3550 1.13446 0.47029
0.3550 1.30900 0.54025
0.3550 1.48353 0.56989
0.3550 1.65806 0.56998
0.3550 1.83260 0.53153
0.3550 2.00713 0.46989
0.3550 2.18166 0.38323
0.3550 2.35619 0.29688
0.3550 2.53073 0.21781
0.3550 2.70526 0.14790
0.3550 2.87979 0.09546
0.3550 3.05433 0.05956
0.3550 3.22886 0.03511
0.3550 3.40339 0.02076
0.3550 3.57792 0.01161
0.3550 3.75246 0.00642
0.3550 3.92699 0.00423
0.3550 4.10152 0.00279
0.3550 4.27606 0.00186
0.3550 4.45059 0.00144
0.3550 4.62512 0.00147
0.3550 4.79966 0.00138
0.3550 4.97419 0.00165
0.3550 5.14872 0.00240
0.3550 5.32325 0.00318
0.3550 5.49779 0.00433
0.3550 5.67232 0.00726
0.3550 5.84685 0.01225
0.3550 6.02139 0.02031
0.3550 6.19592 0.03687

0.3650 0.08727 0.05930
0.3650 0.26180 0.09456
0.3650 0.43633 0.14856
0.3650 0.61087 0.21508
0.3650 0.78540 0.29692
0.3650 0.95993 0.38529
0.3650 1.13446 0.46888
0.3650 1.30900 0.53381
0.3650 1.48353 0.56974
0.3650 1.65806 0.57668
0.3650 1.83260 0.53508
0.3650 2.00713 0.46947
0.3650 2.18166 0.38515
0.3650 2.35619 0.29835
0.3650 2.53073 0.21645
0.3650 2.70526 0.14881
0.3650 2.87979 0.09541
0.3650 3.05433 0.05848
0.3650 3.22886 0.03446
0.3650 3.40339 0.01989
0.3650 3.57792 0.01199
0.3650 3.75246 0.00736
0.3650 3.92699 0.00473
0.3650 4.10152 0.00300
0.3650 4.27606 0.00193
0.3650 4.45059 0.00153
0.3650 4.62512 0.00164
0.3650 4.79966 0.00123
0.3650 4.97419 0.00182
0.3650 5.14872 0.00215
0.3650 5.32325 0.00292
0.3650 5.49779 0.00455
0.3650 5.67232 0.00689
0.3650 5.84685 0.01194
0.3650 6.02139 0.02058
0.3650 6.19592 0.03495

0.3750 0.08727 0.05783
0.3750 0.26180 0.09618
0.3750 0.43633 0.14766
0.3750 0.61087 0.21458
0.3750 0.78540 0.29720
0.3750 0.95993 0.38609
0.3750 1.13446 0.47057
0.3750 1.30900 0.53469
0.3750 1.48353 0.57006
0.3750 1.65806 0.56764
0.3750 1.83260 0.53318
0.3750 2.00713 0.47028
0.3750 2.18166 0.38495
0.3750 2.35619 0.29915
0.3750 2.53073 0.21716
0.3750 2.70526 0.14858
0.3750 2.87979 0.09741
0.3750 3.05433 0.06089
0.3750 3.22886 0.03504
0.3750 3.40339 0.02064
0.3750 3.57792 0.01156
0.3750 3.75246 0.00699
0.3750 3.92699 0.00434
0.3750 4.10152 0.00299
0.3750 4.27606 0.00224
0.3750 4.45059 0.00160
0.3750 4.62512 0.00141
0.3750 4.79966 0.00170
0.3750 4.97419 0.00188
0.3750 5.14872 0.00210
0.3750 5.32325 0.00320
0.3750 5.49779 0.00477
0.3750 5.67232 0.00772
0.3750 5.84685 0.01205
0.3750 6.02139 0.02064
0.3750 6.19592 0.03458

0.3850 0.08727 0.05897
0.3850 0.26180 0.09694
0.3850 0.43633 0.14901
0.3850 0.61087 0.21813
0.3850 0.78540 0.29821
0.3850 0.95993 0.38737
0.3850 1.13446 0.47096
0.3850 1.30900 0.53434
0.3850 1.48353 0.56517
0.3850 1.65806 0.56657
0.3850 1.83260 0.53139
0.3850 2.00713 0.46618
0.3850 2.18166 0.38571
0.3850 2.35619 0.30179
0.3850 2.53073 0.21823
0.3850 2.70526 0.15050
0.3850 2.87979 0.09714
0.3850 3.05433 0.05824
0.3850 3.22886 0.03490
0.3850 3.40339 0.02076
0.3850 3.57792 0.01202
0.3850 3.75246 0.00664
0.3850 3.92699 0.00412
0.3850 4.10152 0.00281
0.3850 4.27606 0.00216
0.3850 4.45059 0.00165
0.3850 4.62512 0.00153
0.3850 4.79966 0.00155
0.3850 4.97419 0.00194
0.3850 5.14872 0.00205
0.3850 5.32325 0.00287
0.3850 5.49779 0.00429
0.3850 5.67232 0.00715
0.3850 5.84685 0.01161
0.3850 6.02139 0.02127
0.3850 6.19592 0.03538

0.3950 0.08727 0.05891
0.3950 0.26180 0.09598
0.3950 0.43633 0.14852
0.3950 0.61087 0.21732
0.3950 0.78540 0.30055
0.3950 0.95993 0.38662
0.3950 1.13446 0.47097
0.3950 1.30900 0.53519
0.3950 1.48353 0.56542
0.3950 1.65806 0.56538
0.3950 1.83260 0.53313
0.3950 2.00713 0.47006
0.3950 2.18166 0.38560
0.3950 2.35619 0.29972
0.3950 2.53073 0.21756
0.3950 2.70526 0.15086
0.3950 2.87979 0.09605
0.3950 3.05433 0.05888
0.3950 3.22886 0.03500
0.3950 3.40339 0.01998
0.3950 3.57792 0.01188
0.3950 3.75246 0.00678
0.3950 3.92699 0.00428
0.3950 4.10152 0.00314
0.3950 4.27606 0.00216
0.3950 4.45059 0.00182
0.3950 4.62512 0.00140
0.3950 4.79966 0.00150
0.3950 4.97419 0.00162
0.3950 5.14872 0.00220
0.3950 5.32325 0.00299
0.3950 5.49779 0.00450
0.3950 5.67232 0.00705
0.3950 5.84685 0.01168
0.3950 6.02139 0.02043
0.3950 6.19592 0.03446

0.4050 0.08727 0.05955
0.4050 0.26180 0.09585
0.4050 0.43633 0.14726
0.4050 0.61087 0.21873
0.4050 0.78540 0.29818
0.4050 0.95993 0.38472
0.4050 1.13446 0.47333
0.4050 1.30900 0.53110
0.4050 1.48353 0.56873
0.4050 1.65806 0.56711
0.4050 1.83260 0.53409
0.4050 2.00713 0.46947
0.4050 2.18166 0.38794
0.4050 2.35619 0.29941
0.4050 2.53073 0.21767
0.4050 2.70526 0.14697
0.4050 2.87979 0.09737
0.4050 3.05433 0.05870
0.4050 3.22886 0.03456
0.4050 3.40339 0.02033
0.4050 3.57792 0.01171
0.4050 3.75246 0.00697
0.4050 3.92699 0.00447
0.4050 4.10152 0.00280
0.4050 4.27606 0.00208
0.4050 4.45059 0.00166
0.4050 4.62512 0.00151
0.4050 4.79966 0.00145
0.4050 4.97419 0.00160
0.4050 5.14872 0.00213
0.4050 5.32325 0.00264
0.4050 5.49779 0.00429
0.4050 5.67232 0.00726
0.4050 5.84685 0.01254
0.4050 6.02139 0.02032
0.4050 6.19592 0.03510

0.4150 0.08727 0.05894
0.4150 0.26180 0.09582
0.4150 0.43633 0.14853
0.4150 0.61087 0.21717
0.4150 0.78540 0.29936
0.4150 0.95993 0.38900
0.4150 1.13446 0.46945
0.4150 1.30900 0.53626
0.4150 1.48353 0.56675
0.4150 1.65806 0.56984
0.4150 1.83260 0.53072
0.4150 2.00713 0.46771
0.4150 2.18166 0.38633
0.4150 2.35619 0.30055
0.4150 2.53073 0.21646
0.4150 2.70526 0.14943
0.4150 2.87979 0.09701
0.4150 3.05433 0.05873
0.4150 3.22886 0.03456
0.4150 3.40339 0.01985
0.4150 3.57792 0.01200
0.4150 3.75246 0.00709
0.4150 3.92699 0.00453
0.4150 4.10152 0.00276
0.4150 4.27606 0.00208
0.4150 4.45059 0.00145
0.4150 4.62512 0.00159
0.4150 4.79966 0.00151
0.4150 4.97419 0.00168
0.4150 5.14872 0.00229
0.4150 5.32325 0.00274
0.4150 5.49779 0.00408
0.4150 5.67232 0.00682
0.4150 5.84685 0.01163
0.4150 6.02139 0.02035
0.4150 6.19592 0.03452

0.4250 0.08727 0.05840
0.4250 0.26180 0.09626
0.4250 0.43633 0.14879
0.4250 0.61087 0.21949
0.4250 0.78540 0.30113
0.4250 0.95993 0.39037
0.4250 1.13446 0.46859
0.4250 1.30900 0.53591
0.4250 1.48353 0.57031
0.4250 1.65806 0.56680
0.4250 1.83260 0.53163
0.4250 2.00713 0.46959
0.4250 2.18166 0.38230
0.4250 2.35619 0.29703
0.4250 2.53073 0.21805
0.4250 2.70526 0.14795
0.4250 2.87979 0.09597
0.4250 3.05433 0.05920
0.4250 3.22886 0.03533
0.4250 3.40339 0.02064
0.4250 3.57792 0.01177
0.4250 3.75246 0.00675
0.4250 3.92699 0.00464
0.4250 4.10152 0.00269
0.4250 4.27606 0.00207
0.4250 4.45059 0.00164
0.4250 4.62512 0.00145
0.4250 4.79966 0.00141
0.4250 4.97419 0.00164
0.4250 5.14872 0.00205
0.4250 5.32325 0.00279
0.4250 5.49779 0.00420
0.4250 5.67232 0.00694
0.4250 5.84685 0.01164
0.4250 6.02139 0.02005
0.4250 6.19592 0.03409

0.4350 0.08727 0.05944
0.4350 0.26180 0.09498
0.4350 0.43633 0.14840
0.4350 0.61087 0.21740
0.4350 0.78540 0.29779
0.4350 0.95993 0.38751
0.4350 1.13446 0.46930
0.4350 1.30900 0.53473
0.4350 1.48353 0.56856
0.4350 1.65806 0.56842
0.4350 1.83260 0.53197
0.4350 2.00713 0.46845
0.4350 2.18166 0.38744
0.4350 2.35619 0.29994
0.4350 2.53073 0.21725
0.4350 2.70526 0.14969
0.4350 2.87979 0.09581
0.4350 3.05433 0.05887
0.4350 3.22886 0.03527
0.4350 3.40339 0.02044
0.4350 3.57792 0.01173
0.4350 3.75246 0.00725
0.4350 3.92699 0.00453
0.4350 4.10152 0.00294
0.4350 4.27606 0.00237
0.4350 4.45059 0.00175
0.4350 4.62512 0.00141
0.4350 4.79966 0.00156
0.4350 4.97419 0.00152
0.4350 5.14872 0.00206
0.4350 5.32325 0.00287
0.4350 5.49779 0.00400
0.4350 5.67232 0.00701
0.4350 5.84685 0.01152
0.4350 6.02139 0.02080
0.4350 6.19592 0.03458

0.4450 0.08727 0.05928
0.4450 0.26180 0.09639
0.4450 0.43633 0.14803
0.4450 0.61087 0.21787
0.4450 0.78540 0.29827
0.4450 0.95993 0.38949
0.4450 1.13446 0.46878
0.4450 1.30900 0.53176
0.4450 1.48353 0.56872
0.4450 1.65806 0.56703
0.4450 1.83260 0.53169
0.4450 2.00713 0.47169
0.4450 2.18166 0.38544
0.4450 2.35619 0.29979
0.4450 2.53073 0.21684
0.4450 2.70526 0.14969
0.4450 2.87979 0.09606
0.4450 3.05433 0.05957
0.4450 3.22886 0.03534
0.4450 3.40339 0.02045
0.4450 3.57792 0.01138
0.4450 3.75246 0.00686
0.4450 3.92699 0.00457
0.4450 4.10152 0.00291
0.4450 4.27606 0.00213
0.4450 4.45059 0.00165
0.4450 4.62512 0.00143
0.4450 4.79966 0.00143
0.4450 4.97419 0.00157
0.4450 5.14872 0.00212
0.4450 5.32325 0.00295
0.4450 5.49779 0.00414
0.4450 5.67232 0.00677
0.4450 5.84685 0.01157
0.4450 6.02139 0.02092
0.4450 6.19592 0.03499

0.4550 0.08727 0.05857
0.4550 0.26180 0.09660
0.4550 0.43633 0.14860
0.4550 0.61087 0.21645
0.4550 0.78540 0.29950
0.4550 0.95993 0.38658
0.4550 1.13446 0.46968
0.4550 1.30900 0.53242
0.4550 1.48353 0.56887
0.4550 1.65806 0.56811
0.4550 1.83260 0.53516
0.4550 2.00713 0.46819
0.4550 2.18166 0.38827
0.4550 2.35619 0.29901
0.4550 2.53073 0.21638
0.4550 2.70526 0.14917
0.4550 2.87979 0.09551
0.4550 3.05433 0.05841
0.4550 3.22886 0.03445
0.4550 3.40339 0.02015
0.4550 3.57792 0.01173
0.4550 3.75246 0.00725
0.4550 3.92699 0.00431
0.4550 4.10152 0.00295
0.4550 4.27606 0.00202
0.4550 4.45059 0.00189
0.4550 4.62512 0.00160
0.4550 4.79966 0.00143
0.4550 4.97419 0.00162
0.4550 5.14872 0.00214
0.4550 5.32325 0.00303
0.4550 5.49779 0.00451
0.4550 5.67232 0.00699
0.4550 5.84685 0.01223
0.4550 6.02139 0.02079
0.4550 6.19592 0.03502

0.4650 0.08727 0.05885
0.4650 0.26180 0.09562
0.4650 0.43633 0.14947
0.4650 0.61087 0.21886
0.4650 0.78540 0.29935
0.4650 0.95993 0.38634
0.4650 1.13446 0.46930
0.4650 1.30900 0.53384
0.4650 1.48353 0.56802
0.4650 1.65806 0.56788
0.4650 1.83260 0.53347
0.4650 2.00713 0.47030
0.4650 2.18166 0.38667
0.4650 2.35619 0.29899
0.4650 2.53073 0.21606
0.4650 2.70526 0.14813
0.4650 2.87979 0.09528
0.4650 3.05433 0.05896
0.4650 3.22886 0.03496
0.4650 3.40339 0.02035
0.4650 3.57792 0.01205
0.4650 3.75246 0.00717
0.4650 3.92699 0.00441
0.4650 4.10152 0.00283
0.4650 4.27606 0.00210
0.4650 4.45059 0.00198
0.4650 4.62512 0.00160
0.4650 4.79966 0.00154
0.4650 4.97419 0.00172
0.4650 5.14872 0.00213
0.4650 5.32325 0.00288
0.4650 5.49779 0.00437
0.4650 5.67232 0.00700
0.4650 5.84685 0.01201
0.4650 6.02139 0.02058
0.4650 6.19592 0.03449

0.4750 0.08727 0.05919
0.4750 0.26180 0.09564
0.4750 0.43633 0.14981
0.4750 0.61087 0.21804
0.4750 0.78540 0.29965
0.4750 0.95993 0.38764
0.4750 1.13446 0.47011
0.4750 1.30900 0.53205
0.4750 1.48353 0.56704
0.4750 1.65806 0.56720
0.4750 1.83260 0.53204
0.4750 2.00713 0.46901
0.4750 2.18166 0.38851
0.4750 2.35619 0.29951
0.4750 2.53073 0.21637
0.4750 2.70526 0.14895
0.4750 2.87979 0.09594
0.4750 3.05433 0.05898
0.4750 3.22886 0.03529
0.4750 3.40339 0.02022
0.4750 3.57792 0.01173
0.4750 3.75246 0.00706
0.4750 3.92699 0.00434
0.4750 4.10152 0.00286
0.4750 4.27606 0.00207
0.4750 4.45059 0.00173
0.4750 4.62512 0.00142
0.4750 4.79966 0.00147
0.4750 4.97419 0.00170
0.4750 5.14872 0.00207
0.4750 5.32325 0.00281
0.4750 5.49779 0.00439
0.4750 5.67232 0.00705
0.4750 5.84685 0.01178
0.4750 6.02139 0.02047
0.4750 6.19592 0.03541

0.4850 0.08727 0.05881
0.4850 0.26180 0.09646
0.4850 0.43633 0.14964
0.4850 0.61087 0.21796
0.4850 0.78540 0.30047
0.4850 0.95993 0.38357
0.4850 1.13446 0.46985
0.4850 1.30900 0.53307
0.4850 1.48353 0.56638
0.4850 1.65806 0.56580
0.4850 1.83260 0.53321
0.4850 2.00713 0.47039
0.4850 2.18166 0.38862
0.4850 2.35619 0.30032
0.4850 2.53073 0.21734
0.4850 2.70526 0.14905
0.4850 2.87979 0.09591
0.4850 3.05433 0.05959
0.4850 3.22886 0.03561
0.4850 3.40339 0.02055
0.4850 3.57792 0.01163
0.4850 3.75246 0.00729
0.4850 3.92699 0.00438
0.4850 4.10152 0.00288
0.4850 4.27606 0.00209
0.4850 4.45059 0.00168
0.4850 4.62512 0.00141
0.4850 4.79966 0.00155
0.4850 4.97419 0.00156
0.4850 5.14872 0.00207
0.4850 5.32325 0.00278
0.4850 5.49779 0.00434
0.4850 5.67232 0.00709
0.4850 5.84685 0.01177
0.4850 6.02139 0.02018
0.4850 6.19592 0.03427

0.4950 0.08727 0.05914
0.4950 0.26180 0.09558
0.4950 0.43633 0.14853
0.4950 0.61087 0.21679
0.4950 0.78540 0.29939
0.4950 0.95993 0.38856
0.4950 1.13446 0.46861
0.4950 1.30900 0.53291
0.4950 1.48353 0.56923
0.4950 1.65806 0.56921
0.4950 1.83260 0.53123
0.4950 2.00713 0.46813
0.4950 2.18166 0.38640
0.4950 2.35619 0.30190
0.4950 2.53073 0.21729
0.4950 2.70526 0.14829
0.4950 2.87979 0.09604
0.4950 3.05433 0.05939
0.4950 3.22886 0.03458
0.4950 3.40339 0.02035
0.4950 3.57792 0.01182
0.4950 3.75246 0.00721
0.4950 3.92699 0.00430
0.4950 4.10152 0.00289
0.4950 4.27606 0.00203
0.4950 4.45059 0.00162
0.4950 4.62512 0.00151
0.4950 4.79966 0.00150
0.4950 4.97419 0.00162
0.4950 5.14872 0.00204
0.4950 5.32325 0.00274
0.4950 5.49779 0.00438
0.4950 5.67232 0.00686
0.4950 5.84685 0.01172
0.4950 6.02139 0.02039
0.4950 6.19592 0.03540

0.5050 0.08727 0.05892
0.5050 0.26180 0.09589
0.5050 0.43633 0.14900
0.5050 0.61087 0.21733
0.5050 0.78540 0.30003
0.5050 0.95993 0.38805
0.5050 1.13446 0.46817
0.5050 1.30900 0.53506
0.5050 1.48353 0.56872
0.5050 1.65806 0.56838
0.5050 1.83260 0.53307
0.5050 2.00713 0.46891
0.5050 2.18166 0.38572
0.5050 2.35619 0.29723
0.5050 2.53073 0.21639
0.5050 2.70526 0.14914
0.5050 2.87979 0.09641
0.5050 3.05433 0.05924
0.5050 3.22886 0.03469
0.5050 3.40339 0.02063
0.5050 3.57792 0.01159
0.5050 3.75246 0.00698
0.5050 3.92699 0.00439
0.5050 4.10152 0.00288
0.5050 4.27606 0.00198
0.5050 4.45059 0.00160
0.5050 4.62512 0.00151
0.5050 4.79966 0.00146
0.5050 4.97419 0.00169
0.5050 5.14872 0.00213
0.5050 5.32325 0.00297
0.5050 5.49779 0.00433
0.5050 5.67232 0.00728
0.5050 5.84685 0.01176
0.5050 6.02139 0.02047
0.5050 6.19592 0.03560

0.5150 0.08727 0.06013
0.5150 0.26180 0.09636
0.5150 0.43633 0.14917
0.5150 0.61087 0.21673
0.5150 0.78540 0.29888
0.5150 0.95993 0.38691
0.5150 1.13446 0.47001
0.5150 1.30900 0.53485
0.5150 1.48353 0.56765
0.5150 1.65806 0.56789
0.5150 1.83260 0.53353
0.5150 2.00713 0.47111
0.5150 2.18166 0.38713
0.5150 2.35619 0.29925
0.5150 2.53073 0.21608
0.5150 2.70526 0.14763
0.5150 2.87979 0.09550
