x,phi,count
0.005,0.08726646259971647,936
0.005,0.2617993877991494,1047
0.005,0.4363323129985824,1303
0.005,0.6108652381980153,1444
0.005,0.7853981633974483,1649
0.005,0.9599310885968811,1747
0.005,1.1344640137963142,1957
0.005,1.308996938995747,2092
0.005,1.4835298641951802,2001
0.005,1.658062789394613,2040
0.005,1.8325957145940461,1982
0.005,2.007128639793479,1892
0.005,2.181661564992912,1793
0.005,2.356194490192345,1658
0.005,2.530727415391778,1420
0.005,2.705260340591211,1329
0.005,2.879793265790644,1091
0.005,3.0543261909900767,910
0.005,3.2288591161895095,806
0.005,3.4033920413889422,580
0.005,3.577924966588375,538
0.005,3.752457891787808,454
0.005,3.9269908169872414,443
0.005,4.101523742186675,344
0.005,4.276056667386107,330
0.005,4.4505895925855405,308
0.005,4.625122517784973,315
0.005,4.799655442984406,308
0.005,4.974188368183839,326
0.005,5.148721293383272,319
0.005,5.323254218582705,399
0.005,5.497787143782138,406
0.005,5.672320068981571,470
0.005,5.8468529941810035,544
0.005,6.021385919380437,620
0.005,6.19591884457987,768
0.015,0.08726646259971647,930
0.015,0.2617993877991494,1179
0.015,0.4363323129985824,1387
0.015,0.6108652381980153,1508
0.015,0.7853981633974483,1691
0.015,0.9599310885968811,1974
0.015,1.1344640137963142,2035
0.015,1.308996938995747,2203
0.015,1.4835298641951802,2180
0.015,1.658062789394613,2211
0.015,1.8325957145940461,2103
0.015,2.007128639793479,2055
0.015,2.181661564992912,1872
0.015,2.356194490192345,1726
0.015,2.530727415391778,1508
0.015,2.705260340591211,1387
0.015,2.879793265790644,1172
0.015,3.0543261909900767,905
0.015,3.2288591161895095,828
0.015,3.4033920413889422,710
0.015,3.577924966588375,608
0.015,3.752457891787808,494
0.015,3.9269908169872414,406
0.015,4.101523742186675,398
0.015,4.276056667386107,309
0.015,4.4505895925855405,340
0.015,4.625122517784973,290
0.015,4.799655442984406,305
0.015,4.974188368183839,323
0.015,5.148721293383272,314
0.015,5.323254218582705,413
0.015,5.497787143782138,425
0.015,5.672320068981571,502
0.015,5.8468529941810035,607
0.015,6.021385919380437,693
0.015,6.19591884457987,869
0.025,0.08726646259971647,1059
0.025,0.2617993877991494,1237
0.025,0.4363323129985824,1450
0.025,0.6108652381980153,1622
0.025,0.7853981633974483,1803
0.025,0.9599310885968811,1998
0.025,1.1344640137963142,2188
0.025,1.308996938995747,2317
0.025,1.4835298641951802,2382
0.025,1.658062789394613,2298
0.025,1.8325957145940461,2304
0.025,2.007128639793479,2080
0.025,2.181661564992912,1909
0.025,2.356194490192345,1723
0.025,2.530727415391778,1552
0.025,2.705260340591211,1386
0.025,2.879793265790644,1145
0.025,3.0543261909900767,1042
0.025,3.2288591161895095,870
0.025,3.4033920413889422,766
0.025,3.577924966588375,596
0.025,3.752457891787808,486
0.025,3.9269908169872414,434
0.025,4.101523742186675,360
0.025,4.276056667386107,367
0.025,4.4505895925855405,332
0.025,4.625122517784973,295
0.025,4.799655442984406,313
0.025,4.974188368183839,306
0.025,5.148721293383272,334
0.025,5.323254218582705,407
0.025,5.497787143782138,385
0.025,5.672320068981571,472
