x,phi,count
0.005,0.08726646259971647,1333
0.005,0.2617993877991494,1646
0.005,0.4363323129985824,1838
0.005,0.6108652381980153,1772
0.005,0.7853981633974483,1815
0.005,0.9599310885968811,1581
0.005,1.1344640137963142,1411
0.005,1.308996938995747,1211
0.005,1.4835298641951802,1242
0.005,1.658062789394613,1180
0.005,1.8325957145940461,1285
0.005,2.007128639793479,1416
0.005,2.181661564992912,1629
0.005,2.356194490192345,1806
0.005,2.530727415391778,1968
0.005,2.705260340591211,1889
0.005,2.879793265790644,1661
0.005,3.0543261909900767,1364
0.005,3.2288591161895095,1021
0.005,3.4033920413889422,611
0.005,3.577924966588375,379
0.005,3.752457891787808,173
0.005,3.9269908169872414,115
0.005,4.101523742186675,52
0.005,4.276056667386107,35
0.005,4.4505895925855405,25
0.005,4.625122517784973,22
0.005,4.799655442984406,22
0.005,4.974188368183839,23
0.005,5.148721293383272,44
0.005,5.323254218582705,60
0.005,5.497787143782138,110
0.005,5.672320068981571,204
0.005,5.8468529941810035,353
0.005,6.021385919380437,576
0.005,6.19591884457987,905
0.015,0.08726646259971647,1359
0.015,0.2617993877991494,1658
0.015,0.4363323129985824,1939
0.015,0.6108652381980153,1956
0.015,0.7853981633974483,1739
0.015,0.9599310885968811,1630
0.015,1.1344640137963142,1391
0.015,1.308996938995747,1293
0.015,1.4835298641951802,1265
0.015,1.658062789394613,1235
0.015,1.8325957145940461,1334
0.015,2.007128639793479,1511
0.015,2.181661564992912,1697
0.015,2.356194490192345,1838
0.015,2.530727415391778,1991
0.015,2.705260340591211,2004
0.015,2.879793265790644,1830
0.015,3.0543261909900767,1412
0.015,3.2288591161895095,1023
0.015,3.4033920413889422,647
0.015,3.577924966588375,383
0.015,3.752457891787808,215
0.015,3.9269908169872414,99
0.015,4.101523742186675,61
0.015,4.276056667386107,31
0.015,4.4505895925855405,18
0.015,4.625122517784973,23
0.015,4.799655442984406,25
0.015,4.974188368183839,20
0.015,5.148721293383272,40
0.015,5.323254218582705,70
0.015,5.497787143782138,109
0.015,5.672320068981571,188
0.015,5.8468529941810035,344
0.015,6.021385919380437,544
0.015,6.19591884457987,893
0.025,0.08726646259971647,1364
0.025,0.2617993877991494,1748
0.025,0.4363323129985824,1902
0.025,0.6108652381980153,2051
0.025,0.7853981633974483,1920
0.025,0.9599310885968811,1595
0.025,1.1344640137963142,1488
0.025,1.308996938995747,1355
0.025,1.4835298641951802,1325
0.025,1.658062789394613,1324
0.025,1.8325957145940461,1368
0.025,2.007128639793479,1578
0.025,2.181661564992912,1685
0.025,2.356194490192345,1928
0.025,2.530727415391778,2064
0.025,2.705260340591211,1945
0.025,2.879793265790644,1905
0.025,3.0543261909900767,1410
0.025,3.2288591161895095,1032
0.025,3.4033920413889422,648
0.025,3.577924966588375,359
0.025,3.752457891787808,168
0.025,3.9269908169872414,119
0.025,4.101523742186675,72
0.025,4.276056667386107,42
0.025,4.4505895925855405,31
0.025,4.625122517784973,21
0.025,4.799655442984406,32
0.025,4.974188368183839,32
0.025,5.148721293383272,45
0.025,5.323254218582705,76
0.025,5.497787143782138,93
0.025,5.672320068981571,193
0.025,5.8468529941810035,360
0.025,6.021385919380437,644
0.025,6.19591884457987,981
0.035,0.08726646259971647,1450
0.035,0.2617993877991494,1852
0.035,0.4363323129985824,1982
0.035,0.6108652381980153,2207
0.035,0.7853981633974483,2010
0.035,0.9599310885968811,1850
0.035,1.1344640137963142,1563
0.035,1.308996938995747,1535
0.035,1.4835298641951802,1314
