x,phi,count
0.005,0.08726646259971647,1582
0.005,0.2617993877991494,1683
0.005,0.4363323129985824,1731
0.005,0.6108652381980153,1747
0.005,0.7853981633974483,1697
0.005,0.9599310885968811,1702
0.005,1.1344640137963142,1651
0.005,1.308996938995747,1687
0.005,1.4835298641951802,1627
0.005,1.658062789394613,1583
0.005,1.8325957145940461,1627
0.005,2.007128639793479,1628
0.005,2.181661564992912,1604
0.005,2.356194490192345,1762
0.005,2.530727415391778,1848
0.005,2.705260340591211,1821
0.005,2.879793265790644,1766
0.005,3.0543261909900767,1584
0.005,3.2288591161895095,1479
0.005,3.4033920413889422,1345
0.005,3.577924966588375,1163
0.005,3.752457891787808,986
0.005,3.9269908169872414,909
0.005,4.101523742186675,802
0.005,4.276056667386107,684
0.005,4.4505895925855405,703
0.005,4.625122517784973,688
0.005,4.799655442984406,672
0.005,4.974188368183839,751
0.005,5.148721293383272,763
0.005,5.323254218582705,795
0.005,5.497787143782138,817
0.005,5.672320068981571,976
0.005,5.8468529941810035,1069
0.005,6.021385919380437,1289
0.005,6.19591884457987,1444
0.015,0.08726646259971647,1553
0.015,0.2617993877991494,1698
0.015,0.4363323129985824,1842
0.015,0.6108652381980153,1888
0.015,0.7853981633974483,1774
0.015,0.9599310885968811,1722
0.015,1.1344640137963142,1737
0.015,1.308996938995747,1716
0.015,1.4835298641951802,1766
0.015,1.658062789394613,1705
0.015,1.8325957145940461,1737
0.015,2.007128639793479,1821
0.015,2.181661564992912,1765
0.015,2.356194490192345,1864
0.015,2.530727415391778,1851
0.015,2.705260340591211,1890
0.015,2.879793265790644,1917
0.015,3.0543261909900767,1751
0.015,3.2288591161895095,1590
0.015,3.4033920413889422,1362
0.015,3.577924966588375,1240
0.015,3.752457891787808,1046
0.015,3.9269908169872414,986
0.015,4.101523742186675,810
0.015,4.276056667386107,708
0.015,4.4505895925855405,713
0.015,4.625122517784973,683
0.015,4.799655442984406,694
0.015,4.974188368183839,773
0.015,5.148721293383272,795
0.015,5.323254218582705,878
0.015,5.497787143782138,923
0.015,5.672320068981571,1056
0.015,5.8468529941810035,1200
0.015,6.021385919380437,1303
0.015,6.19591884457987,1451
0.025,0.08726646259971647,1689
0.025,0.2617993877991494,1869
0.025,0.4363323129985824,1890
0.025,0.6108652381980153,1964
0.025,0.7853981633974483,1926
0.025,0.9599310885968811,1921
0.025,1.1344640137963142,1809
0.025,1.308996938995747,1911
0.025,1.4835298641951802,1955
0.025,1.658062789394613,1830
0.025,1.8325957145940461,1884
0.025,2.007128639793479,1899
0.025,2.181661564992912,1921
0.025,2.356194490192345,1996
0.025,2.530727415391778,1959
0.025,2.705260340591211,1966
0.025,2.879793265790644,2013
0.025,3.0543261909900767,1917
0.025,3.2288591161895095,1598
0.025,3.4033920413889422,1469
0.025,3.577924966588375,1350
0.025,3.752457891787808,1180
0.025,3.9269908169872414,1017
0.025,4.101523742186675,903
0.025,4.276056667386107,767
0.025,4.4505895925855405,748
0.025,4.625122517784973,764
0.025,4.799655442984406,859
0.025,4.974188368183839,820
0.025,5.148721293383272,856
0.025,5.323254218582705,950
0.025,5.497787143782138,1016
0.025,5.672320068981571,1127
0.025,5.8468529941810035,1336
0.025,6.021385919380437,1479
0.025,6.19591884457987,1550
0.035,0.08726646259971647,1879
0.035,0.2617993877991494,2058
0.035,0.4363323129985824,2091
0.035,0.6108652381980153,2170
0.035,0.7853981633974483,2154
0.035,0.9599310885968811,2024
0.035,1.1344640137963142,1951
0.035,1.308996938995747,2087
0.035,1.4835298641951802,2034
0.035,1.658062789394613,2064
0.035,1.8325957145940461,2045
